featureid	rab.all	rab.win.2.asymptomatic	rab.win.4.severe	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Gordoniaceae;g__Gordonia	-0.895901027385626	-0.716946380938144	-1.02782618795246	-0.361299139999056	4.35777161403401	-0.0787825914470818	0.457737327194778	0.524617925115458	0.753870288523118	0.541848104208238	0.77016310041592
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__	-0.842052011651494	-0.624514667004487	-0.998854752625607	-0.426446467909711	4.36171158494926	-0.0810466989541494	0.451235377548979	0.492025488776604	0.729722900199509	0.517221864028719	0.751388975127364
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Janibacter	-0.794703010009092	-0.537117971148358	-0.987023342172209	-0.640865776436036	4.58140413715192	-0.118999940283928	0.442132648057187	0.458618729347118	0.696673895115937	0.469400981766585	0.712621705977131
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Knoellia	-0.890797198492137	-1.10453146478625	-0.760474222712421	0.286186123393143	4.44042651906598	0.054803978795334	0.469440836572152	0.476578493328883	0.719780988680351	0.534760847952395	0.758765163197322
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__	-0.899679882517692	-1.04303487247329	-0.79361293015789	0.367291526031562	4.35858614760393	0.0763927629372146	0.463541671845216	0.503480501183846	0.73674390820584	0.526184010320082	0.759544702669661
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Agrococcus	-0.753068708228318	-1.0015802809684	-0.612169764676244	0.40054751706972	4.00330861836765	0.0825191088973492	0.462938886915922	0.488366844544155	0.721720004165677	0.496861924704459	0.735985191446969
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	3.58587287281401	6.43840334248754	1.0310013282594	-4.06932555271062	4.98329211249343	-0.759321420851729	0.16015633924256	0.0165722721257073	0.12659151008915	0.00362957312538346	0.0754077336947094
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Salinibacterium	-0.982731423860679	-0.751865777728212	-1.08800699098224	-0.347602016617223	4.89281149188594	-0.0640988831592083	0.464843754991729	0.507720059350225	0.737201008973202	0.538755586873604	0.773030814151455
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Kocuria	-0.736606333462321	-0.246276082723705	-1.09916250647382	-1.38055338465468	5.39708321539265	-0.237565473643199	0.395833348718269	0.335622084503363	0.594877786680097	0.392822404404759	0.64462808913888
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Microbispora	-0.794050823726755	-0.959862993838184	-0.684331745052768	0.462947717881301	4.27969915887145	0.0878520140850762	0.45513654733566	0.499650933433284	0.730452672477843	0.519169288505463	0.753582067838552
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus	-0.0151591772770088	0.670648634080275	-0.384691152441787	-1.80109489645253	6.62315994334916	-0.263605489561815	0.377113152370398	0.306020813808958	0.569703180790249	0.35295587478229	0.619519822780334
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Renibacterium	-0.625692912070154	-1.02533652562252	-0.356008893591881	0.700732861351502	4.75351780896051	0.135080862270031	0.432291676411536	0.441939976809901	0.678937938585323	0.476063016262951	0.716840710576709
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia	0.985876881943479	5.28550971365927	-0.0858780400591677	-4.8799745322554	7.42475902441771	-0.614476734387969	0.279947955225173	0.0615285756595434	0.269386607119593	0.0760684310249359	0.311069770568266
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__	-0.815217488220107	-1.02320256910949	-0.576550192590812	0.38008115682618	4.38334658337475	0.0765289039174949	0.461638496985292	0.473194537455088	0.713621827547418	0.489168738220806	0.726310649951895
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__	-0.716803826521403	-0.997210206890488	-0.417011455253471	0.635492075220266	4.48582696276836	0.131043969343755	0.425781260722246	0.51406834751225	0.733063302300005	0.508008694405122	0.726898467389164
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Propionicimonas	-0.743364600081723	-0.526718893338209	-0.929982174623655	-0.48874415321935	4.47454820077774	-0.0940913808156068	0.454427089826041	0.509347441842783	0.737181074197643	0.524321719717929	0.756572776303057
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__	-0.868255758483545	-0.977381197210706	-0.798185486530033	0.445015719163574	4.40498537003833	0.0888781799325027	0.465539666777821	0.51831989628656	0.746277786602218	0.527584547945212	0.753418931798918
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Microlunatus	-0.843030761203966	-1.02128783729257	-0.677489699506623	0.245857706716043	4.23685863857851	0.0370655864145456	0.477243176165384	0.508580526476023	0.731629862171758	0.498448254536515	0.733613497372401
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium	7.55881582978653	11.4136417195941	3.50557579767606	-6.28171349462814	7.14442405656934	-0.813434695324008	0.182054691604626	0.0127385847255346	0.119004553531477	0.00253767513577044	0.0676306433129716
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Pseudonocardia	-0.849213013687766	-1.12499433450699	-0.675733606698687	0.328394982484054	4.71463867457813	0.0655242958436881	0.459635422406988	0.44923763650791	0.695640580247856	0.47304338493744	0.722120339058572
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae;g__	-0.866921571044021	-1.14965250291198	-0.703226432413471	0.463799390848711	4.62778393735657	0.099780835307611	0.454427089826041	0.495612125433681	0.733430072259316	0.501945826884412	0.740533061785184
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Alloscardovia	-0.803519795674852	-0.926651752613464	-0.686843740600868	0.31357266296878	4.69527332585951	0.0476746148421815	0.475260420170577	0.467441161276398	0.718453614479432	0.504367491033555	0.74298630675732
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	-0.521796834581093	-1.03838299089174	-0.0453864495597776	1.18916123179276	5.48038467767927	0.193526830581871	0.383615101865586	0.294482904257178	0.566351986375696	0.403113871810239	0.655393286966111
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Scardovia	-0.739970786255657	-0.649137080873699	-0.80125354352021	-0.225983397998249	4.9870273818655	-0.0412639758922478	0.470741226503959	0.544649717915058	0.77671526680045	0.551886173593124	0.782000258302632
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Atopobium	-0.135882148622275	-0.223993376129837	-0.0514048102246569	0.261037855271404	6.38155089470869	0.0357002829384779	0.479166669615223	0.663076247468441	0.852255166958022	0.625020762023345	0.833995626342577
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	-0.721710136674135	-1.06611826451926	-0.478598307680846	0.401821378634239	4.43015155950207	0.0906375230549727	0.453125006681458	0.479082718467331	0.711331783593077	0.486149173151335	0.726575177810285
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae;g__Patulibacter	-0.89077799048979	-1.15480231795566	-0.688224803568866	0.597470741661261	4.33411190657204	0.103316748438758	0.438802092111179	0.530217298451147	0.73937769555404	0.515868474766249	0.74067458850232
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__	-0.294241087273758	-0.217312295194645	-0.380718081942643	-0.321012181590214	4.81598884780027	-0.0655303341375198	0.475260420170577	0.553105758372465	0.768410133754149	0.569342602234815	0.789014898953395
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	-0.707981772106626	-0.726971745635007	-0.694603298517254	0.220706872538773	4.97825473949822	0.0430073698516342	0.476562503318659	0.524047678386234	0.75715299542195	0.515638203441912	0.762903809804146
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__	-0.869313160317216	-0.632438455640217	-1.03869816287844	-0.5110835985147	4.23324052245078	-0.0960873889184174	0.453836157406492	0.460741301310857	0.698433719395789	0.492798389158515	0.731356784889205
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Paludibacter	-0.908926844464627	-1.02740418071455	-0.812485687688605	0.279516515364329	4.37541163302616	0.0515876533542628	0.475260420170577	0.466640042286263	0.713413955353957	0.506393726298828	0.750131364815857
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas	0.290040261789143	0.76834046278625	-0.100252271494313	-1.28061322415092	7.30864113268921	-0.16409684262501	0.407022120203526	0.31464934418977	0.601102565486389	0.437676873065426	0.701889752228415
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Tannerella	-0.170383842590523	0.127572647971679	-0.38756764214672	-0.647459781807147	5.02101350075101	-0.107407437666496	0.440104175252253	0.487594979971047	0.716227050852675	0.484267182420114	0.727746094254653
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	3.27379646104113	6.30368316036464	1.93919810018339	-3.31748056261487	8.38297036470451	-0.381458116734839	0.338101455915634	0.239434451540261	0.541925216426835	0.185467104975535	0.499026193734928
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__[Prevotella]	0.0946371592980322	0.260193414637182	-0.053820766860305	-0.422250263668363	6.20493231181333	-0.0646250673284913	0.460937505552837	0.581218370098729	0.7947909823038	0.636742735328304	0.840314448984912
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Adhaeribacter	-0.795349958036034	-0.670705247555308	-0.946202294176215	-0.237400805028087	4.33573757900932	-0.0475857035701339	0.466145838138448	0.531085741048422	0.742304132061138	0.513994331523609	0.752971498029253
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Dyadobacter	-0.763695221264192	-0.862179487651999	-0.669684024801102	0.264848257814154	4.21788869783711	0.0515255037147275	0.467447921285364	0.470135861616595	0.707165134758484	0.46664277699873	0.716548187490069
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Hymenobacter	-0.83771306505696	-0.977832634529485	-0.71074877065839	0.176787083667238	4.3753497485381	0.0342403402447902	0.473342006368075	0.493342074065853	0.719362657613673	0.522502466522313	0.734820693351687
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Rudanella	-0.857013606733566	-0.593402835251085	-1.03376726515268	-0.366431240881164	4.38843275546126	-0.0777742607546683	0.455729172970894	0.473385403866614	0.701197294651689	0.502373463137235	0.731320086444523
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__	-0.773737669337683	-0.964887402079318	-0.646928341061136	0.355983262320396	4.08047113019798	0.0765853262389059	0.462938886915922	0.464401830639731	0.711661229073921	0.504161910356174	0.746500738969146
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga	0.600830569856934	3.32557056579288	-0.738147019192292	-4.38464267795133	5.79046247820652	-0.726081577181726	0.200520899316855	0.0308256540934671	0.158021703923713	0.0147902129372549	0.127983432413568
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__	2.46415597767659	0.350336192537246	9.51243773195676	6.6112230442763	7.85002376403411	0.799158037330684	0.215864818564621	0.0094759210415615	0.0966107953097115	0.0139880176825762	0.128831410746385
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Chryseobacterium	2.13518948696025	-0.389204680439337	6.2479256921095	6.65205347912418	6.79438668325816	0.845673352963167	0.198959754450612	0.00738142542483954	0.0868109373376789	0.00779924853529982	0.0992880641582536
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Cloacibacterium	-0.254991341529155	-0.356419132993722	-0.167797321421805	0.181156365056904	5.46738684862817	0.0255898510503324	0.486979168507563	0.58870688855364	0.806100682665546	0.604039041612655	0.817433343056081
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Elizabethkingia	10.6082345259528	-0.345417649074779	12.3421466745046	12.0881775344201	7.47273662684345	1.18000047976825	0.161248462750742	0.000465269524871118	0.025203035622387	0.00271884585553989	0.0682033295088346
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Wautersiella	-0.822039369209836	-0.51993465233962	-1.0726267244895	-0.562875070991013	4.47688212047151	-0.100288285691037	0.440832258131106	0.485372003748267	0.711689182564602	0.475437515850088	0.717442386843434
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter	-0.261619408877187	0.371624174577424	-0.646966421157085	-1.05064597488936	4.78960506198099	-0.19862997574954	0.403645847471784	0.473579587908079	0.688435749090818	0.468891420948183	0.695811320940888
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium	-0.453451187268824	-0.938707756445966	0.00322548445523285	1.2872061949724	4.82833415114044	0.238525187213807	0.38751627157241	0.405007740624936	0.628433580032529	0.393805262416238	0.634623382198045
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__	-0.826801949626356	-1.00508243166475	-0.693965194005967	0.376930105803011	4.32256915349041	0.0800983840063796	0.458333339261375	0.461975284165707	0.712442201333403	0.488413702371461	0.730692483633386
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__;g__	1.4567501964026	-0.74781585653336	4.93439960655191	5.17580081472445	5.52301807137307	0.814188001671312	0.201560533470682	0.0213291380303127	0.131292431411883	0.0105300235596204	0.10849899581792
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__;f__;g__	-0.868574395628132	-0.902137973347267	-0.842331836420253	0.264040313018846	4.51053812560391	0.0576890162361071	0.470741226503959	0.515849612071249	0.739394060501864	0.509603507578294	0.747833773688585
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles;f__;g__	-0.758610410936612	-0.937035501033039	-0.62306590635813	0.397917420652232	4.17305188987465	0.0767848296303032	0.467447921285364	0.491660612629386	0.732226017186035	0.528997302619047	0.759541307164322
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__;g__	1.72586186564873	6.60384366480195	-0.0460121452253954	-5.67148899181949	7.29580614713088	-0.689064623419692	0.243489632519781	0.0345568983605269	0.196965971477838	0.0361295569979444	0.213099815685533
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales;f__Pseudanabaenaceae;g__Leptolyngbya	-0.747495516637843	-1.00821514556296	-0.525356473922407	0.51333103173874	4.90923009226755	0.103917481929593	0.453125006681458	0.475413885564097	0.710731145357619	0.486228708647397	0.7353016711106
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus	9.08963348621213	-0.0538089525932124	11.4232731348031	10.7829908680013	7.55895197714422	1.14937129623353	0.148244571483381	0.000577787074685353	0.0273293376188112	0.00128578730089701	0.0524262076797005
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	0.55945908786719	-0.839057849415177	5.75284076158046	7.30357575633142	6.82682341540815	0.858052891877843	0.222366766575992	0.0091996214449942	0.0950956521477241	0.0260007230023383	0.168841952000207
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus	-0.756465367841158	-0.353398303432363	-0.995592070586262	-0.685362609907829	4.64407196942637	-0.130939196840557	0.42447917758573	0.448293577723049	0.684791014227155	0.493680892896383	0.718471138941485
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__	-0.876691443199422	-0.994876816608205	-0.770453517740117	0.296556541561464	4.73599437208813	0.0557676353110754	0.468140446640521	0.502104697706993	0.735025935213205	0.52771087355907	0.76211493728673
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Brochothrix	-0.480433250650833	0.0552512233999529	-0.778561422262561	-1.01259777621046	5.56101914823645	-0.157964671040618	0.421875011314114	0.53553789020255	0.757447613484766	0.489342733514224	0.726407198749655
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__	1.34579995767892	7.08768067797707	0.327452002788311	-5.16260621593404	7.44116931406175	-0.681059579647426	0.243173001048111	0.0460630984028144	0.227761807207461	0.047463865188744	0.2411612862118
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planomicrobium	-0.838218202461563	-0.951111238001502	-0.732599506701067	0.286099418607819	4.63756626679779	0.0569641447491046	0.475260420170577	0.501003550033107	0.732231942955811	0.496983726160769	0.737628763478352
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__	-0.838386966030322	-0.657754596372014	-0.990135726410311	-0.403686714387258	4.78545731190659	-0.0873348958309123	0.464239276846767	0.488547122209804	0.723632356958705	0.513267072106376	0.752439521452446
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Jeotgalicoccus	-0.524503658214435	-0.177967290208608	-0.802527036418583	-0.7488033851026	4.61904341094887	-0.140431986553246	0.42392718912749	0.477626293534619	0.700621087373431	0.488497930233233	0.718654404058538
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Salinicoccus	-0.848574898391239	-1.14160641809128	-0.588000964627689	0.642258686334896	4.64651526006075	0.110692906863649	0.436931088355023	0.450304436359979	0.686504497849683	0.449720734388927	0.699566504350611
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	10.2049411631846	11.8088586770772	9.21950835136812	-2.57693862707961	4.72854141647265	-0.483152925778843	0.276041706250229	0.0245861756584767	0.198877854632812	0.0393519713524088	0.243315685688144
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae;g__	0.873677473840922	2.54023359714649	-0.144279520950622	-3.14687464024905	6.30442797860087	-0.455068172679295	0.302083366491304	0.140348242267115	0.399305693003402	0.145949509446447	0.412982941696794
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae;g__Gemella	-0.345268547367827	-0.290984092718931	-0.378585439364706	-0.20108996913834	5.60528845492917	-0.0424373240668534	0.479166669615223	0.54611030253639	0.777487621333112	0.578605306208912	0.805387642185887
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__;g__	-0.547417721014274	-0.383292180934199	-0.677100286072479	-0.238615552279333	5.12641656689531	-0.0416194593148891	0.477864586466877	0.618453485953714	0.828801308498866	0.574806180540045	0.802822257083802
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__	-0.137415171147341	0.110859370975687	-0.332450151375217	-0.996437592864848	5.73077567566591	-0.161576931620145	0.429687510134515	0.413429802814145	0.661873705997231	0.514239760329409	0.743294530140402
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Abiotrophia	-0.911503066610414	-0.594121279850863	-1.18819160627531	-0.642227055702364	4.78988285007099	-0.113309816062043	0.442132648057187	0.470639770904474	0.69651852045735	0.499281565989947	0.719767431882135
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus	-0.789979989960465	-0.87549100483546	-0.724544820726807	0.171471524806511	4.07629772529582	0.0317170184348888	0.48046875276369	0.514602783266384	0.74355426460236	0.522445479651404	0.760648918269485
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Alloiococcus	3.4609385651377	3.02470810194593	4.11088127553866	-0.0376107594708666	9.69256603083273	-0.0042306935445404	0.496749025165552	0.808500605187542	0.927928851089949	0.815338448792649	0.93781435899799
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Facklamia	-0.462642782265232	-0.334053784436689	-0.535538415499287	-0.421362234177687	5.39880043011135	-0.0691621420472507	0.470052087579759	0.502704820392662	0.738588559480482	0.536573159158635	0.767627687784468
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium	-0.860937953081852	-0.666453510072878	-1.03088659200805	-0.372319393997496	4.59058640861717	-0.0754299838098626	0.466145838138448	0.507479148318918	0.739429571684785	0.50419573997087	0.73978138960335
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Desemzia	-0.759038201564875	-0.592811405212851	-0.901063020044703	-0.3976933895825	4.42462718817451	-0.0849904280867835	0.457031256116008	0.495319797546954	0.724053474984099	0.504223228779865	0.745679697634818
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella	0.299023301224906	0.667243322412566	0.091708190494173	-1.62668231012905	7.40362348888781	-0.19663047019994	0.410156263117093	0.349076188449704	0.627595822035095	0.492542283628525	0.748868160650065
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	9.62300773754509	-0.521132737089109	11.8088858705528	11.5992185184775	7.39818143957174	1.15807197748511	0.167750408937775	0.000689950019208055	0.0288702168127007	0.0023302665107585	0.0652703610687838
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__	-0.865259621000035	-1.02753913517612	-0.777586589069779	0.288456113578044	4.37196189073964	0.0645196141175444	0.466840056709075	0.513079822997535	0.748365003574527	0.529937261385808	0.765732091646208
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	5.91599784587827	8.51534123629624	3.31554371981014	-4.53106005106428	7.33057647015375	-0.551673256761895	0.261378457067583	0.0769612268537118	0.321458302931907	0.0443095743695589	0.254914976279478
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc	-0.628276418811792	-0.463412064510828	-0.759068585406386	-0.509268678270368	5.43584277355635	-0.0924156823914888	0.446033817837474	0.535255146341871	0.761602785244874	0.56166992045454	0.783395729576941
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__	9.15093954857253	9.98241151956337	7.93298809185378	-2.43759053870585	6.19995492609877	-0.406693064068421	0.238281300931451	0.0585584803322076	0.280407989561424	0.0243867269080959	0.192996791839765
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	0.0469561487672978	0.732196696739075	-0.340680320277921	-1.78778244979853	7.68480498299848	-0.209464606964859	0.368489603294707	0.255499828143915	0.547220548560788	0.347255473252201	0.61721114267063
