featureid	rab.all	rab.win.2.asymptomatic	rab.win.4.severe	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	-0.949645787182694	-0.0851343072505264	-1.44715822999309	-1.6677438890077	5.88991682190644	-0.286446604787606	0.377113152370398	0.264247378804864	0.505386316419059	0.335727488385779	0.567120463476514
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae	2.62106791233107	2.3164414110991	3.02219025891052	0.527433366060317	6.75175534161777	0.060638489983072	0.462239588698916	0.684445291516353	0.860374516020802	0.714420805984484	0.890251308843158
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	6.53018040028471	7.44319150388968	5.87355524449552	-1.55123892999774	5.52964060553769	-0.257209731562261	0.354166689186473	0.276069452937504	0.581486658876246	0.22065376200354	0.530861585835971
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae	7.88296158140536	7.79158040275113	8.11370721267875	0.313800814333195	5.45548349554213	0.0420536412455436	0.47265625387485	0.34963500912243	0.664967845066609	0.807998325334945	0.943273496564078
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae	8.89062160940311	-0.943889820075624	10.6099669056435	10.8646910906311	7.82328074239614	1.01838140850761	0.200260143956996	0.00171582219993417	0.0302715080029375	0.00728966717239028	0.0735734782600645
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84;f__	-0.592519099732837	-2.00152260913789	5.23907706105802	6.79287936284742	7.33534436162227	0.79604253236516	0.252275728970315	0.0156425313917053	0.0947184853652847	0.0514509312496929	0.195665795944258
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae	-1.65847734543421	-1.94656138499388	-1.33873131704587	0.698972761755834	4.52990557832954	0.137007269667211	0.422626799207173	0.498857779978002	0.717827962094009	0.519293245851119	0.740183451695698
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae	0.699826112105283	3.86248902563003	0.135868981348109	-3.13015784032162	7.72576406771032	-0.390296652656259	0.345903795125238	0.237803136861676	0.501115454921571	0.227724775514266	0.498092981251017
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae	-1.63947160167646	-1.86798375426097	-1.44089754663814	0.375248835124935	4.49849624074267	0.0641068166937132	0.462938886915922	0.477275723043773	0.716600771947688	0.50050190490736	0.724182090334209
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__	-1.78140537504446	-2.06768838706892	-1.4861796575441	0.578052533403239	5.01811738831923	0.110529772384418	0.439531868205379	0.446228543484004	0.676030330205913	0.465465553556986	0.697891533059624
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae	-1.66051385165434	-1.3088489421994	-1.86057463247277	-0.937943128320482	5.04663614715739	-0.179653205222482	0.425781260722246	0.460569407660769	0.680467938776803	0.500667772793269	0.716767674947168
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae	-1.70929695781995	-2.06176551320137	-1.3753906516452	0.748118343076832	4.55451287201479	0.147322973624257	0.418725629449136	0.433282508790736	0.661935534978503	0.443855067440636	0.66727632142469
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Idiomarinaceae	-1.69574714151333	-1.76458021528677	-1.6593086595021	-0.175359950418811	4.75595402445642	-0.0396194408611497	0.483745125830086	0.485744943198472	0.713826768834829	0.526027900818838	0.746610081295666
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae	-1.798889319512	-1.8179757483089	-1.78153176771913	-0.130151441500721	4.96632658077927	-0.0234757385180867	0.489583334805691	0.521999588391279	0.747960496725114	0.563581425940088	0.776690729169291
