featureid	rab.all	rab.win.1.negative	rab.win.4.severe	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Williamsiaceae	-1.54488433200579	-1.75062791354221	-1.13351153532302	0.614955547176976	4.21258589803247	0.124154450478434	0.44585366288232	0.466214944317195	0.585715696035116	0.461011024817675	0.57588075875392
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	-0.315596574183684	-0.331188763261901	-0.286946724178367	0.470557364257732	7.25981706031674	0.0599466277733751	0.466796877650434	0.619829763385598	0.743615030121821	0.65627525533273	0.770218033711607
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	4.05218821176006	7.23093666519469	-0.148709634972078	-6.57287090412247	5.7910193986013	-0.936794686967253	0.165853706430441	0.000776066851043277	0.00342666973037586	0.00018399989841198	0.000915299794386979
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae	-1.59293342171752	-1.784362492409	-1.22730910972381	0.62277002279836	4.32719040420095	0.124323447290222	0.446289066818392	0.45969250462831	0.589410882420406	0.466614797803256	0.591083332803341
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae	-1.57985424217712	-1.78369051361639	-1.2791232233117	0.366424511744922	4.29662720608431	0.0803873345241393	0.457031253440255	0.487934451541904	0.612007544751067	0.470487676800193	0.594105253858857
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__	-1.58377295774804	-1.75997800846516	-1.29857878846337	0.602840848754373	4.33235546005448	0.118344357702177	0.437073175803256	0.489731072623603	0.616755376084144	0.483924333908274	0.6051391086398
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae	-1.68312037360414	-2.08958478589127	-0.896573759604806	1.28042914949724	4.29424406127149	0.261497203184682	0.372682937627954	0.299903101339299	0.418351774980605	0.27818132112344	0.388839431003171
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae	-1.54613824039871	-1.69793316932005	-1.26630044368005	0.456001931603211	4.34260838558873	0.0863712406757058	0.458536588677415	0.488127654259459	0.615666324802909	0.504458274021847	0.6223035261984
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__	1.0053356616615	2.8563007952282	-0.463837884112179	-3.65045632127405	5.42435680925127	-0.609557011687886	0.272195144753511	0.0293516018192072	0.0733490943541547	0.0238572476668858	0.0632653697780346
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	-1.02973516121215	-1.10237044574176	-0.905335011125212	0.249670549181121	5.33825261342643	0.0377397574110324	0.481951220945653	0.538081579553289	0.679022748211533	0.510383610508443	0.642895771333309
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	8.10672543366188	9.76101832313709	-0.153214212894252	-9.65091437371802	4.98348455992034	-1.76894203638763	0.0507814351572542	1.7706580231747e-07	2.53429765771178e-06	9.05664087052252e-08	2.79803171229863e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	11.1302986611821	13.006752653242	1.74321517699567	-10.1515721350911	5.67399180461952	-1.64579571483258	0.0927735336288211	1.84215352809429e-06	1.90160598088574e-05	2.27618363347529e-06	2.29550475326673e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	-1.74282421203185	-1.89304397228544	-1.42402176647254	0.644213649126248	4.23425364854904	0.134367494221457	0.435121956453624	0.428351609453927	0.562726616025953	0.427865126691144	0.550373538746284
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae]	-1.42687730370569	-1.65136512753092	-1.0491681423062	0.541488783357891	4.76855393523693	0.0984096709074924	0.449756101586866	0.528942331527947	0.647950623219477	0.509933409465765	0.629198767986734
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae]	7.93348905361931	10.4943514212302	-0.215498803281402	-10.2080319593342	6.03251361365031	-1.5738175820707	0.0839844824396976	8.5569164919822e-07	7.72470367520692e-06	1.66456037346273e-06	1.75429620984285e-05
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae	-1.42639117795799	-1.74088310811819	-0.850511416757721	0.904226382043463	4.43795820238779	0.181518149716993	0.40234375806882	0.360038603306087	0.479816362134557	0.35361618700599	0.470651340045181
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae	4.61156366600302	7.26217709020047	-0.476724232257908	-7.94527633286658	4.93089935262828	-1.49156060161021	0.0712196407328868	1.85518456282383e-06	1.39422980545211e-05	7.22354688770048e-07	9.44806305150846e-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae]	6.00317321278333	4.62137390621245	12.7685788123025	7.61644710803928	5.14377002357208	1.4884965983337	0.0790245049419578	6.38224529013237e-08	1.63117238761504e-06	7.78255422585749e-07	1.13987176311113e-05
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae	-0.891541619479895	-1.51802963396677	0.392900730443995	2.15144576417037	5.1451850974237	0.381448033628098	0.33365855142121	0.189024062732019	0.29639978611531	0.140070465007975	0.234029173139135
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae	-1.46757441540169	-1.80896191156747	-0.92143786954987	0.804769929388688	4.21868547306883	0.161453962441761	0.416015631868254	0.382065008405016	0.51021937193709	0.358387061526188	0.485300414760286
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__	-0.489190930848729	-1.88672281962785	4.75939423211358	6.12003950587182	5.36988903384923	1.02176655742375	0.146484431177691	0.00271235198788043	0.0081957313385203	0.000515529613690099	0.00197269267923047
k__Bacteria;p__Chloroflexi;c__Ellin6529;o__;f__	-1.57935592575344	-1.88801327110865	-1.14949563349158	0.683359311531806	4.34531101372206	0.144423921427809	0.431640630536196	0.407152273989299	0.540360742268672	0.427461912001217	0.541749284823859
k__Bacteria;p__Cyanobacteria;c__;o__;f__	-1.60193304962461	-1.74877522000928	-1.32401101775104	0.433285522884669	4.3414077546734	0.087711542848068	0.452148441338052	0.467746350993785	0.59731395718125	0.476471418478729	0.602733817344508
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__;f__	-1.54514051979623	-1.9634392928535	-0.834033856668038	1.49719107976033	4.35107943188686	0.292328471915372	0.364257824146183	0.292248741149934	0.39805782116235	0.275217426944309	0.381992389670435
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles;f__	-1.58602293719783	-2.00392847617267	-0.853311241153418	1.24047884363516	4.26158544441828	0.250599649371026	0.379882822630723	0.343086868522303	0.454804965963018	0.318227661938703	0.421248433678916
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__	-0.263595061358539	-0.231308512001057	-0.314259134760708	-0.339695609030786	7.93514267445221	-0.0424455732453128	0.473170733841501	0.694229148396111	0.808305476326689	0.639157119421701	0.756851253525268
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales;f__Nostocaceae	-1.60802085693146	-1.86288434823181	-1.1832905035975	0.389864452905197	4.42041231326387	0.0859920000160481	0.461914065544462	0.466613552028562	0.595718263352866	0.473289543813922	0.601011869116331
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales;f__Pseudanabaenaceae	-1.47730666941531	-1.78605400680698	-0.855265750529816	1.14810596458036	4.56738920373642	0.197700595398452	0.378536595604273	0.340203162995243	0.463194148789218	0.339976635413431	0.459380514232027
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__	-1.5644589975171	-1.867617844662	-1.09263608305775	0.715218297007216	4.34349394097874	0.133657621474998	0.43261719295416	0.406086795083755	0.544948443375535	0.424572101828206	0.557207359216071
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	3.82308193307302	-0.398754572666254	11.5735192724853	10.4704752667699	8.23471306658603	1.1447812999457	0.0995122837445558	1.28403513106939e-05	8.66322264939913e-05	6.33962092704815e-06	4.75680315591389e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae	-1.45785975841806	-1.69311948615262	-1.06947826635738	0.753356544545656	5.06033997843856	0.12155823518227	0.427734380865684	0.442564225369874	0.583841643947841	0.431253068255892	0.549531363974428
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae	-1.46578694365977	-1.56532740819393	-1.27439551292101	0.220424036483029	4.68440861463222	0.0373540651855731	0.476562501866746	0.547597639628964	0.676411700897961	0.497437884300077	0.630066830025722
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	1.59749017439066	5.57744932576691	-0.0259754546984237	-3.49207927144001	6.98293614525739	-0.486316544627482	0.302439042959391	0.0565263981049261	0.130638943760325	0.0417573922127581	0.104459385821709
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	6.41651616207638	5.49636295865883	9.11450348427523	3.98661182497169	7.63390314575663	0.493400889672336	0.267578148562625	0.0253417944643604	0.0687518861243644	0.00802819090426876	0.0272612826481357
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Exiguobacteraceae]	-1.63672888203989	-1.7753293810852	-1.31308703544028	0.452184589976939	4.33469011930214	0.0923194853766078	0.450195316497786	0.476068462290438	0.606855948193747	0.494618145281154	0.611397627504329
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__	-1.6969854881658	-1.92462796549968	-1.351003009916	0.646265957729015	4.53765252863257	0.116194135088587	0.434570317790477	0.483055792101959	0.604867060989437	0.45178499161372	0.576200894383993
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae	5.14983380968113	6.64831471751448	-0.249713323809027	-6.42005728284123	5.06916506950329	-1.13656299014305	0.13671881115339	0.000162039103568112	0.000833349721752288	5.17252515439408e-05	0.000299079224919525
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__	-1.42472784210837	-1.64102827240223	-1.12865214573844	0.670647665318986	5.17992070880628	0.100114221594913	0.434146346778993	0.480871328030729	0.605708368654764	0.472515820472063	0.59933232879454
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae	3.77698594403757	3.7577179760526	3.87558129417254	2.23938772852923	8.35825422186279	0.229261083083843	0.415039069452839	0.3612830804842	0.527524942398667	0.427882172284005	0.592962735620041
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	6.7192075323808	8.46649306691634	-0.0709672492622921	-8.22232725939485	3.92617946424513	-1.89814745342814	0.0419514454981112	2.00759489350999e-06	1.56563841485146e-05	3.1606075004913e-08	1.58006022360239e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	1.59892526563364	-0.852594985029377	11.6794988968921	11.372341370363	7.53141624959637	1.20414345293547	0.104492271476774	6.11414361482088e-05	0.000303226638398376	1.0514229375956e-05	7.40176965252914e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	8.30445915664565	8.92558572716891	3.14449190781567	-5.68644391139739	6.17567295048149	-0.81881922283102	0.173658581680224	0.0025170037551903	0.0102475434329285	0.000261283605283966	0.00128753069645166
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	-1.20758711173987	-1.38764291477354	-0.860335281187277	0.584559364256667	5.27866069671889	0.100457131337088	0.442382817140624	0.525980569542076	0.658225492514837	0.470601179393724	0.598686841823326
