Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	2.asymptomatic	2.asymptomatic	2.asymptomatic	2.asymptomatic	2.asymptomatic	3.mild	3.mild	3.mild	3.mild	3.mild
k__Bacteria;p__Acidobacteria	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0
k__Bacteria;p__Actinobacteria	224.0	1651.25	8083.0	14573.0	20049.0	3677.0	9819.75	19587.0	29547.75	48789.0
k__Bacteria;p__Armatimonadetes	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0
k__Bacteria;p__Bacteroidetes	1.0	32.5	335.5	1307.75	10803.0	3.0	85.75	474.0	1493.0	6559.0
k__Bacteria;p__Chlorobi	1.0	1.0	1.0	1.0	15.0	1.0	1.0	1.0	1.0	1.0
k__Bacteria;p__Chloroflexi	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0
k__Bacteria;p__Cyanobacteria	1.0	7.0	38.0	176.5	468.0	1.0	5.5	35.5	114.0	989.0
k__Bacteria;p__Firmicutes	5228.0	7933.5	11727.0	22845.25	27215.0	1405.0	8015.5	19497.0	28945.25	108244.0
k__Bacteria;p__Fusobacteria	1.0	1.0	14.5	534.0	4354.0	1.0	1.0	22.0	182.25	7780.0
k__Bacteria;p__Gemmatimonadetes	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0
k__Bacteria;p__Proteobacteria	167.0	1185.75	3962.0	10101.75	16487.0	10.0	24488.5	53371.5	83990.75	150730.0
k__Bacteria;p__SR1	1.0	1.0	1.0	1.0	62.0	1.0	1.0	1.0	1.0	46.0
k__Bacteria;p__Spirochaetes	1.0	1.0	1.0	1.0	44.0	1.0	1.0	1.0	1.0	335.0
k__Bacteria;p__Synergistetes	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	8.0
k__Bacteria;p__TM7	1.0	1.0	1.0	22.5	1439.0	1.0	1.0	7.0	24.0	243.0
k__Bacteria;p__Tenericutes	1.0	1.0	1.0	2.0	36.0	1.0	1.0	1.0	1.0	3.0
k__Bacteria;p__[Thermi]	1.0	1.0	1.0	1.0	3.0	1.0	1.0	4.5	11.75	75.0
