id	clr	W
k__Bacteria;p__Acidobacteria	-0.019428325138581393	0
k__Bacteria;p__Actinobacteria	0.9208382211759583	0
k__Bacteria;p__Armatimonadetes	-0.3186465590624592	0
k__Bacteria;p__Bacteroidetes	-0.04429127644176267	0
k__Bacteria;p__Chlorobi	-0.6129806771960666	1
k__Bacteria;p__Chloroflexi	-0.2000765600070915	0
k__Bacteria;p__Cyanobacteria	-0.09658088687609756	0
k__Bacteria;p__Firmicutes	-0.12849032574227248	0
k__Bacteria;p__Fusobacteria	-0.22777061469305726	0
k__Bacteria;p__Gemmatimonadetes	-0.30066642953422296	0
k__Bacteria;p__Proteobacteria	1.7360119210804026	1
k__Bacteria;p__SR1	-0.6074721353373953	0
k__Bacteria;p__Spirochaetes	-0.10213492776615207	0
k__Bacteria;p__Synergistetes	-0.28023248676314516	0
k__Bacteria;p__TM7	0.14948688905409901	0
k__Bacteria;p__Tenericutes	-0.9344950114146611	2
k__Bacteria;p__[Thermi]	1.0669291846625095	3
