Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	1.negative	1.negative	1.negative	1.negative	1.negative	3.mild	3.mild	3.mild	3.mild	3.mild
k__Bacteria;p__Acidobacteria	1.0	1.0	1.0	1.0	10.0	1.0	1.0	1.0	1.0	15.0
k__Bacteria;p__Actinobacteria	55.0	609.5	1623.0	3645.25	20572.0	3677.0	9819.75	19587.0	29547.75	48789.0
k__Bacteria;p__Armatimonadetes	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0
k__Bacteria;p__Bacteroidetes	1.0	6790.5	9487.5	16416.75	51804.0	3.0	85.75	474.0	1493.0	6559.0
k__Bacteria;p__Chlorobi	1.0	1.0	1.0	1.0	11.0	1.0	1.0	1.0	1.0	1.0
k__Bacteria;p__Chloroflexi	1.0	1.0	1.0	1.0	18.0	1.0	1.0	1.0	1.0	5.0
k__Bacteria;p__Cyanobacteria	1.0	1.0	1.0	9.0	3106.0	1.0	5.5	35.5	114.0	989.0
k__Bacteria;p__Firmicutes	2450.0	8206.75	12285.0	18818.5	89088.0	1405.0	8015.5	19497.0	28945.25	108244.0
k__Bacteria;p__Fusobacteria	1.0	1519.5	4417.5	5796.5	21048.0	1.0	1.0	22.0	182.25	7780.0
k__Bacteria;p__Gemmatimonadetes	1.0	1.0	1.0	1.0	19.0	1.0	1.0	1.0	1.0	4.0
k__Bacteria;p__Planctomycetes	1.0	1.0	1.0	1.0	10.0	1.0	1.0	1.0	1.0	1.0
k__Bacteria;p__Proteobacteria	18.0	5180.0	8294.0	13627.25	26062.0	10.0	24488.5	53371.5	83990.75	150730.0
k__Bacteria;p__SR1	1.0	1.0	1.0	68.5	354.0	1.0	1.0	1.0	1.0	46.0
k__Bacteria;p__Spirochaetes	1.0	1.75	18.0	109.75	399.0	1.0	1.0	1.0	1.0	335.0
k__Bacteria;p__Synergistetes	1.0	1.0	1.0	1.0	17.0	1.0	1.0	1.0	1.0	8.0
k__Bacteria;p__TM7	1.0	276.25	462.0	1147.0	6250.0	1.0	1.0	7.0	24.0	243.0
k__Bacteria;p__Tenericutes	1.0	1.0	19.0	109.0	456.0	1.0	1.0	1.0	1.0	3.0
k__Bacteria;p__[Thermi]	1.0	1.0	1.0	1.0	242.0	1.0	1.0	4.5	11.75	75.0
