Feature.ID	AS-01	AS-02	AS-03	AS-04	AS-05	AS-06	AS-07	AS-08	AS-09	AS-10	AS-11	AS-12	AS-13	AS-14	AS-15	AS-16	AS-17	AS-18	AS-19	MI-01	MI-02	MI-03	MI-04	MI-05	MI-06	MI-07	MI-08	MI-09	MI-10	MI-11	MI-12	MI-13	MI-14	MI-15	MI-16	NE-01	NE-02	NE-03	NE-04	NE-05	NE-06	NE-07	NE-08	NE-09	NE-10	NE-11	NE-12	NE-13	NE-14	NE-15	NE-16	NE-17	NE-18	NE-19	NE-20	NE-21	NE-22	NE-23	NE-24	NE-25	NE-26	SE-01	SE-02	SE-03	SE-05	SE-06	SE-07	SE-09	SE-10	SE-11	SE-12	SE-13	SE-14	SE-16	SE-17	SE-18	SE-19
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__	0	0	0	0	0	0	0	0	0.04	0.16	1.34	0	0.57	0.75	0.04	0.82	0.16	0.03	0	0.03	0.48	0.08	0.35	0	0.09	0	0	0.09	0.01	1.3	0.09	0	0	0.01	0.05	0	0	0	0.03	0	0	0	0	0.58	0	0	10.68	0	0	0.01	0	0	0	0	0.01	3.25	0.15	0	0	0.01	4.67	0.38	0	0	0	0	0.36	0	0	0	0	0	0	0	0	0	1.06
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales;f__Nostocaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Xenococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales;f__Pseudanabaenaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0.29	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.05	0.01	0	9.12	0.67	0.01	0.2	0.23	0.09	0	0.01	0.01	0.05	0.07	0	0.1	0	0	0.72	0.01	0	0	0	0	0	0	0	0	0	0	0	0	4.16	0.03	3.71	0.39	0.45	2.23	0	0	0	0	3.44	0	0	0.02	0	0.05	6.12	14.73	15.13	13.25	2.04	6.39	10.46	7.3	1.37	0	8.46	1.05	0.24	7.6	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.03	0	0	0.02	0	0	0	0.12	0.46	0	0.01	0	0	0	0	0	0	3.94	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0	0	0.01	0	0	0	0	0	0	0	0	0	0.68	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0.01	0	0	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29	0	0	0	0	0	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	0	0	0.37	0.78	0.24	0.73	0.67	2.3	0	0.29	0.33	0.38	0	0	0	0.31	1.09	0	7.18	0	0.01	0.07	0	0	0	0.12	0.01	0.09	0	0	0	0	0.02	0.45	0.03	0.67	0	1.09	0.31	0.64	0	0.51	0	0	0	0	0.44	0	0.36	0.11	0.24	0.48	0.17	0	0.31	0.14	0.42	0	0	0	0.13	0.09	0.05	0	0	0	0	0.13	0	0	0	0	0	0.01	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	0.15	0.5	0	0.7	0.1	0.06	0.81	2.45	64.88	34.12	6.78	0.36	0.22	3.1	6.75	9.99	34.81	0.66	34.5	0.24	0.3	4.06	2.58	3.88	21.08	4.25	0.49	2.38	6.29	1.25	51.76	96.66	11.58	18.98	5.97	0.06	0	0.22	0.55	0.2	0	0.51	0	0.09	0.04	0	0	0	0	0	0	0	0.68	0.1	0.33	5.96	16.64	0.06	0.08	80.39	2.93	17.29	0.73	1.74	0.77	1.6	1.78	11.94	0.51	0	41.49	0.04	0	0.3	0.03	1.6	0.05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Exiguobacteraceae]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Thermicanaceae]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae	0.04	3.29	0.31	3.02	0.1	1.32	2.55	1.26	0	0	1.23	0.73	0	0.06	0.01	0.01	0	0	0	0	0	0	0.01	0.05	0.04	1.37	0	0.01	0	0	0	0	0.02	0	0	0.07	0.13	0.41	0.66	0.07	0.05	0.61	0.11	0.14	0.43	0.38	0	0.14	0.74	0.26	1.17	0.29	0.15	0.17	0.72	0	0.07	0.07	0.25	0	0.84	0.03	1.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.08	0	0	0	0	0	0	0	0	0	1.47	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae	0.02	0.55	0.25	0.18	0	0.24	6.83	0.48	0.32	0	4.16	0.16	0.01	54.67	34.42	0.07	0	0	0	10.81	12.26	0.73	0.03	50.64	0.88	1.33	1.98	2.75	0.01	0.01	0	0.01	0.07	0.02	2.63	0	0.05	0	0	0	0	0.21	0	0.04	0	0	0	0.02	0.22	0.16	0	0.17	0.06	0.08	0.05	0.01	0.28	0.03	0.12	0.81	0.09	8	4.26	0	0	0.11	0	0	0	0.64	0	0.01	0.03	0.49	77.79	1.13	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	0.08	2.81	1.05	1.37	0.2	0.91	1.02	1.78	0	0	1.19	1.61	0	0.11	0	0.01	0.03	0	0	0	0	0	0.09	0.03	0.03	0.5	0	0.01	0	0	0.01	0	0.03	0	0	2.16	0.23	2.07	0.48	1.23	0.47	1.42	0.34	0.58	1.56	1.05	0.93	0.98	1.48	0.06	2.84	2.5	0.46	0.13	0.92	0.5	0.03	0.12	0.48	0	0.46	0.04	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.38	1.82	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.86	0	1.84	0.24	0.15	1.7	0	0	0	0.04	0.05	0	0	0	0	0	4.17	10.96	11.8	11.33	4	12.71	10.51	6.78	1.11	0.02	10.25	1.18	0.18	4.77	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	1.87	3.75	3.6	1.96	1.5	8.36	3.14	2.2	1	0.32	1.55	2.61	0.09	0.68	0.13	0.78	0	0	0.34	0	0.05	0.2	0.29	0.06	0.16	0.78	0.01	0.09	0.01	0	0.71	0	0.26	0	0.06	0.23	2.17	3.55	0.47	0.84	1.25	0.61	1.94	0.67	1.15	0.96	2.06	2.7	2.92	0.71	2.38	4.86	0.62	0.4	1.7	2.47	0.17	0.12	0.35	0	1.94	0.13	0.65	0	0	0	38.25	0.84	0	0	0	0	0.04	0.01	0	0.09	0.41
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0.01	0	0	0.02	0.01	0	0	0	0	0	0	0.02	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0.27	0.01	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	6.24	12.26	13.19	11.62	9.32	34.82	11.47	10.94	5.38	8.81	15.92	7.12	0.51	5.92	1.2	3.34	5.36	0.18	10.7	0.62	0.16	0.17	0.41	0.63	0.56	8.23	0.01	0.14	0.17	0.06	0.68	0	0.73	3.21	1.24	19	9.67	10.13	7.42	7.56	4.06	7.81	9.59	3.19	9.65	5.84	44.96	24.51	8.75	3.52	18	32.55	6.2	11.14	20.86	2.3	7.43	1.91	11.95	0.01	14.32	1.17	20.31	0.92	0	0.45	7.7	3.9	0.77	0.02	5.23	0.01	0	0.13	0	1.13	38.66
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__	1.41	0.52	0.01	0.03	1.82	0.01	0.22	0	0	0	0	0.34	0.58	0.02	0	0	0	0	0	0	0.25	0	0.03	0.05	0.01	0.51	0.01	0	0	0.01	0	0	0	0	0.26	0.47	0.92	0.89	0.56	0.68	0.52	0.22	0.41	0.57	0.27	0.29	0.12	1.8	0.17	0	0.78	0.61	2.12	0.74	0.93	0.38	0	0.45	0.14	0	0.15	0.03	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	2.08
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.71	0.77	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0.3	0	0.12	0	0	0	0	0	0	0	0	0	0	0	1.99	0	1.85	0.43	0.15	0.97	0	0	0	0	0.2	0	0	0	0	0	5.8	4.24	4.37	6.41	1.07	2.05	3.78	0.82	1.06	0.03	5.12	0.34	0.2	5.14	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	1.61	0.82	2.69	0.14	7.21	0.32	1.91	0.07	0	0.03	0	0.69	2.16	0	0	0.04	0	0	0	0.01	0.44	0.07	0.01	0.03	0.05	0.61	0	0.01	0.02	0.01	0.2	0	0.18	0	0.46	2.48	1.14	1.17	2.18	1.16	1.7	0.49	0.52	2.94	1.35	2.03	1.62	6.13	0.21	0.37	2.31	0.53	4.54	2.27	1.48	0.58	0.11	2.38	0.89	0	1.54	0.02	0	0	0	0	0	0.09	0	0	0	0	0.12	0	0	0	3.8
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	0.05	0	0.03	0	0.06	0	0.19	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.05	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0.25	0.05	0	0.13	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0.02	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	0	0.16	0	0	0.1	0.02	0.81	0.07	0	0	0	0.07	0	0	0	0.01	0	0	0	0.02	0	0.01	0.01	0	0	0.21	0	0	0	0	0	0	0.01	0	0	0.13	0.29	0.07	0.13	0	0	0.28	0.18	0.57	0.16	0.01	0	0	0.56	0.94	0.11	0.24	0.16	0.09	0.3	0	0	0.1	0.12	0	1.14	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34	0	0	0	0.03	0	0	0	0	0	0.01	0	0	0	0.81	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0.03	0	0	0	0	0	0.36	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae	16.4	4.71	18.57	3.94	12.73	11.63	2.24	2.73	0.03	0.97	1.66	9.15	27.69	0	0.07	0.05	0	0.25	0.22	0.02	0.3	0.03	0.66	0.39	0.08	4.67	0	0.34	0.54	0.01	0.31	0	1.11	0	0.44	12.81	19.47	7.05	6.5	8.4	16.51	8.77	23.06	3.05	13.22	11.78	8.03	8.41	1.48	0.17	4.29	8.21	11.82	16.76	12.38	36.92	1.25	8.18	3.44	0	4.55	0.29	0.16	0.55	0.54	0.3	5.34	0.35	0.1	0.11	0.06	0	0.47	0.02	0	0.38	13.68
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Acidaminobacteraceae]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0.02	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae]	0.21	0.16	0.2	0	0.46	0	0.08	0.03	0	0	0	0.3	0	0	0	0	0	0	0	0.58	0	0	0.03	0.02	0	0.03	0	0	0	0	0	0	0.11	0	0	0.24	0.45	0.08	0.09	0.13	0.17	0.03	0.05	1.21	0.14	0.02	0.02	0.38	0.41	0.29	0.5	0.04	0.07	0.26	0.54	0.26	0.01	0.37	0.25	0	0.02	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae]	0	0.02	0.09	0	0	0.4	1.41	0.03	3.36	12.13	1.78	0.02	0	0.35	0.58	3.59	29.79	0.18	0.01	1.33	1.53	0.76	6.02	1.24	0.91	0.57	0.09	1.9	5.43	0.08	0.09	0.02	3.01	0.01	11.39	0.76	0	0	0.57	0	0	1	0	0.02	0	0.04	0	0	0.96	0.07	0.95	0.24	0.3	0.01	0.4	0.44	3.05	0.03	0.27	0	1.19	0.74	0.29	0.49	0.39	1.39	0.03	0.11	0.57	0	0.01	0	0.02	0	0	0.43	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae	1.24	0.16	0.28	0.16	2.55	0.02	0.15	0.04	0	0	0	0.19	0	0	0	0	0	0	0	0	0.02	0	0	0.04	0	0.06	0	0	0	0	0	0	0.21	0	0	0.6	0.28	0.46	0.81	0.36	0.98	0.23	0.51	0.04	0.4	0.53	0.08	0.23	0	0.05	0.32	0.24	0.03	0.08	0.09	0.12	0	0.08	0.04	0	0.1	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.19
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	8.04	15.41	5.86	12.07	3.32	1.05	11.59	4.32	0	0.01	1.01	11.23	0.03	0.06	0	0.01	0	0	0	9.19	0	0	0.01	0.02	0.01	3.48	0	0	1.18	0	0	0.01	0.32	0	0.01	2.68	5.85	8.72	21	17.22	10.42	18.33	1.07	17.06	5.99	13.94	0.06	4.26	3.22	4.33	14.15	0.82	8.92	7.01	6.88	0.29	0.01	14.73	5.39	0	6.31	0.02	0.01	0	0	0	0.3	0	0.04	0	0	0	0	0	0	0.02	0.58
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae	3.08	1.25	1.89	0.37	3.39	0.57	0.75	0	0	0.22	0.14	1.63	4.43	0.01	0	0.01	0	0	0	0	0	0	0.01	0.13	0.01	0.89	0	0	0	0	0.11	0	0.17	0	0	0.22	10.13	1.99	1.19	0.75	2.01	0.9	1.36	1.42	1.22	5.18	0.07	3.46	0.51	0.25	1.35	0.03	11.63	2.43	0.03	2.65	0	8.73	0.64	0	0.34	0.02	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11
k__Bacteria;p__GN02;c__BD1-5;o__;f__	0	0.03	0	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-5;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.01	0.02	0	0	0.02	0.07	0.11	0.03	0.14	0	0.01	0.01	0.03	0.01	0	0.01	0	0.02	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41	0	0	0	0	0	0	0.3	0	0	0	0.01	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.04	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0.05	0.06	0.05	0.24	0	0	0.1	0.07	0	0	0.03	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bartonellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.03	0.01	0	0.01	0	0.01	0.02	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0.16	0.17	0	0.33	0	0	0	0	0	0	0	0	0
