featureid	rab.all	rab.win.1.negative	rab.win.3.mild	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__;g__	-0.663812900359265	-0.483290605855251	-0.92398953441081	-0.428094147491029	4.17380552036712	-0.0870751017433765	0.452148441338052	0.471576878618201	0.673275715318388	0.458063023439855	0.663406753204022
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__	-0.855489924951561	-0.728913556395614	-1.11461247482262	-0.258875788195033	4.52823916379094	-0.0436082085328437	0.472195124163484	0.523846972790146	0.723209944894983	0.545902777997423	0.740671234474698
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__;g__	-0.823784251877766	-0.780251345011209	-0.874807489657041	0.0101860792592898	4.45887347282656	0.00175574956702625	0.499023437577611	0.547822677655879	0.747254800116308	0.553979360414985	0.75644476970729
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__	-0.680225761319123	-0.550172836763142	-0.891793215541627	-0.299245127839234	4.4833739650541	-0.0585430412371489	0.476097562875842	0.509921969464484	0.712024230365989	0.52673621403348	0.723748037302822
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__EB1017;g__	-0.849530563907651	-0.755051242163859	-0.983058181881297	-0.136774859208398	4.42120515809532	-0.0228422771848254	0.484878049981027	0.532610036133321	0.726048371635962	0.525401439471394	0.726628794298427
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Microthrixaceae;g__	-0.774519535695241	-0.547104473654164	-1.15851146093829	-0.453171209788159	4.26575279202101	-0.091589290185533	0.457560979000355	0.499758913400265	0.702714542352356	0.489577256419383	0.691481013989144
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__;g__	3.68086430468362	0.451082339557216	9.89843018985981	9.15795590005343	5.05564963040931	1.49805425212703	0.087804980096981	7.38101631949682e-06	5.66639433357781e-05	1.58600349252417e-06	2.3783678744262e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__	-0.580961544714741	-0.180922161920241	-1.04324664397843	-0.965336778394209	5.14346087784454	-0.154293725999494	0.424804693614273	0.408823830457014	0.619306703821417	0.441673088876315	0.647181354013629
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinobaculum	-0.783035584334325	-0.703119641217132	-0.937817316560091	-0.171204409733853	4.3580866382587	-0.0340954756284022	0.480975611267259	0.515075742849194	0.710595672388179	0.529854978573945	0.726867016469869
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	8.95880419272758	10.0585214313239	3.47771593484581	-6.01050777789854	5.90412329054554	-0.98099231511002	0.101562586755334	0.000233180995784424	0.00170347898697809	5.1997987777826e-06	6.06704407045847e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum	-0.55384687226419	-0.293124483240083	-0.95528638026672	-0.590205510967577	4.88979121608438	-0.116545650181072	0.439453129883441	0.48241900448377	0.680446356865017	0.497097817746255	0.687896473628314
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium	0.171595679693542	-0.324823765776509	1.5452468390431	2.02258510736704	5.75268703844573	0.316765307982541	0.345365867220988	0.197411063410681	0.383257518565164	0.173323214861863	0.346485056651788
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Actinotalea	-0.822848141283897	-0.698782400948312	-0.998012811877715	-0.257972934404419	4.1014356387022	-0.0441843221890846	0.472195124163484	0.502424694297884	0.708703304686567	0.500481095312303	0.712699842608615
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Demequina	-0.835339844618527	-0.772366317105256	-0.947332266599398	-0.0262698997505737	4.46299012905285	-0.00634061015042015	0.498046875155223	0.552533630104502	0.744402324063553	0.571845966088513	0.755035434879276
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium	11.1326876366052	4.99637668950265	14.6557902290872	9.65949654559504	6.32208849637365	1.37351917723307	0.0536587108807702	3.49905773364096e-08	1.01064401043506e-06	5.69313605764033e-08	3.00496731416435e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium	-0.429316108519247	-0.747046317186292	0.11717787151108	1.24934908651175	5.0391301798318	0.205779020592372	0.388292692252705	0.323506162620035	0.518822503136549	0.345336427696172	0.537728004941468
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermacoccaceae;g__Dermacoccus	-0.495520567573482	-0.38788663196747	-0.679059872880441	-0.0519415104513072	4.54871581044473	-0.0111754132443486	0.493164063043373	0.574915673156032	0.767957056454784	0.570351860827738	0.769871890112029
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dietziaceae;g__Dietzia	-0.762896850492048	-0.776377881533232	-0.712128992295467	0.282725716127414	4.46996263572981	0.0586047416755457	0.471219514485517	0.512204209295818	0.705108078962888	0.524760770856418	0.731820380008548
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__	-0.513475577577299	-0.49279395048408	-0.56802745992711	-0.0256441736028767	4.89983220869008	-0.00514110320322993	0.497070312732839	0.541450672892827	0.741406677292196	0.571433452140593	0.766234076862139
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__Blastococcus	-0.704492880476122	-0.704492880476122	-0.707414816633783	0.30718674610161	5.0467134309272	0.0535784050691215	0.477073172554045	0.506830422693631	0.696835223742686	0.520631093041984	0.72336229117655
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__Modestobacter	-0.394965398945093	-0.735135737482027	0.408533520760209	1.90093178614432	5.17123651817828	0.313040349779594	0.363902450683154	0.250108683115526	0.429218683150992	0.266763379688724	0.456605140284039
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Gordoniaceae;g__Gordonia	-0.81238941463485	-0.511871088548085	-1.30145089473631	-0.693202876733197	4.50693877990614	-0.137525458606523	0.426341469386677	0.408800134268444	0.617623537819601	0.403660423852199	0.604342996788394
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__	-0.585465771365605	-0.371191327634632	-0.904933076844717	-0.427948877965973	5.08518147569587	-0.0671678800527586	0.454634149969653	0.54351265667563	0.737957607079548	0.495356241126186	0.686280711291729
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Arsenicicoccus	-0.818232170250727	-0.738409540748057	-0.954351321130021	-0.15413631815751	4.37770186746773	-0.0303615594713613	0.483902440302539	0.530144190510118	0.726110728227674	0.544179192766907	0.739395942526054
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Janibacter	-0.744653293892821	-0.829250333680655	-0.588580050580987	0.472602200900312	4.89710943893245	0.0789844849280056	0.454634149969653	0.500041142501754	0.70026589393973	0.538622777884236	0.733112746277329
