featureid	rab.all	rab.win.1.negative	rab.win.3.mild	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__	-1.70543648379816	-1.53983269605615	-1.99947467717571	-0.342913434446629	4.3172214045737	-0.0720794863416545	0.464843752807848	0.510480008226508	0.678011425316306	0.528520624899352	0.684719885706322
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae	-1.92753980853218	-1.78015530850446	-2.10457584037406	-0.366258593984017	4.75015818107015	-0.0653587187613331	0.46634146609651	0.566666713745839	0.728049890721314	0.565820710655391	0.712666076155706
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__	-1.86921419151319	-1.90948814328622	-1.80366020710953	0.0746561794329592	4.40258769677931	0.02082200164824	0.492187500621033	0.571828491479141	0.73036653096266	0.574677238911384	0.73684345540121
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__	-1.61164411120561	-1.49514331047761	-1.85971210939112	-0.295133344827579	4.43226224200186	-0.0720584253992854	0.463414637063834	0.552884879816012	0.707255850546158	0.567747105949733	0.707309952500281
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__EB1017	-1.77269485349405	-1.77204467855583	-1.77719065645642	-0.0848610783733115	4.34632731484746	-0.0143784020660108	0.492187500621033	0.55422289098118	0.717758352149295	0.563414810340464	0.716122380334721
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Microthrixaceae	-1.77381858606563	-1.52034820409447	-2.25691108594319	-0.588839431686266	4.37631788397163	-0.11924223869717	0.430664068118364	0.417435520519401	0.596378468754177	0.41284543653844	0.581412526821203
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__	2.62723259040538	-0.464351859456116	8.83579372490392	9.24407768223726	4.8091979625835	1.56223430755416	0.0819513296951374	2.08332815383844e-06	1.78551496948161e-05	5.95094945788497e-07	8.88187893399519e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	7.87026081325345	9.21088988422781	2.65010603057739	-5.94277073879222	5.18671691019761	-1.05392679258008	0.0996094636971965	0.000181589084261506	0.000927243215445161	5.90411829586647e-06	4.44718489343809e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae	-0.843716766020004	-1.30600006025192	0.667298012837236	2.06513969542337	5.44972431204626	0.334356082095482	0.339512209313595	0.183248790988742	0.329002812582827	0.162447847058638	0.303214460145657
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae	-1.68672715745814	-1.76406585459854	-1.61415067207537	0.373997986107786	4.5788077289995	0.0717638971045827	0.465365856418887	0.496341362893071	0.661822487785921	0.501494714637169	0.666080144791815
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae	9.66135752146295	3.88946123600592	13.7485840729623	10.0851981121954	6.07410998748463	1.46923170627998	0.0536587108807702	2.35592201880127e-08	5.7505358162982e-07	6.53199473601748e-08	3.15356085304171e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae	-1.43602318523006	-1.63069662025549	-0.934372845270289	1.07922897762198	5.09966626704957	0.183655304444297	0.40234375806882	0.364815739586931	0.537386099157154	0.388376574283521	0.55422438277311
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermacoccaceae	-1.5561620525318	-1.46829509354369	-1.72967916894894	-0.00783556746378089	4.54542543783024	-0.00128995730181585	0.499512195160643	0.569549959526038	0.73012840578876	0.568907240055104	0.72570634344413
