featureid	rab.all	rab.win.1.negative	rab.win.3.mild	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermacoccaceae	-1.58256837627452	-1.54031391628652	-1.67766426241603	0.0981596865268886	4.65402401530848	0.0187501312218155	0.494140625465725	0.607516718720196	0.764630771220973	0.607088468360364	0.757677358249488
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dietziaceae	-1.75129383943628	-1.79444931479988	-1.64666169158448	0.279877500643577	4.47016144658664	0.0523429220085691	0.471219514485517	0.531345148020972	0.700385488906246	0.551873859306032	0.712694122989032
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae	-1.04952525073943	-1.52686660292489	0.160896547383897	2.29892058651132	5.47122724020716	0.388443705744141	0.335609770716944	0.182779076913107	0.325910300082986	0.154892256683668	0.290580661416979
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Gordoniaceae	-1.83068776681183	-1.49447969470108	-2.31994471461885	-0.661263321259399	4.53824664022332	-0.137700371491309	0.427317079060237	0.449798156838895	0.628173824196826	0.429201856927612	0.594083569937963
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae	-1.29151577974572	-1.2821354483631	-1.32119860903778	0.200287000122486	5.58986750181709	0.0380308791981475	0.478515626710582	0.560142214995953	0.718019726792303	0.562960660586621	0.722115776343974
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae	-1.85370812416988	-1.82301468898358	-1.94387936788708	0.0122126820631783	4.63460756054358	0.00181440584398654	0.499023437577611	0.533272434791856	0.695117696806774	0.500360727235437	0.670892504512977
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae	0.365639798241364	-0.944369004074888	5.12203989700667	5.18547603153736	5.64874710060262	0.802714104646571	0.207031285455837	0.00575638358862191	0.0188594154932174	0.00265698328532495	0.00986970981976905
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	8.20185757202293	8.69087025634014	7.83203087330569	-0.856056655720655	2.60127050439823	-0.240183986363513	0.347656263346173	0.424928686039701	0.654790006407574	0.0990638083364579	0.249342830405004
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae	-1.69287282761334	-1.61754161132733	-1.80518427952334	-0.1195343924537	4.47382701857354	-0.0270139619754252	0.489756098373841	0.535772160247359	0.706612496700337	0.537162277354761	0.701212693475428
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae	-1.77640421642687	-1.71215420454237	-1.93689901259819	0.024839786041551	4.61148079861376	0.00282676783740004	0.497560975803219	0.538117537265468	0.695195374504697	0.553036144639588	0.715266686371752
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae	-1.81920082730629	-1.68488253361448	-2.09600665836677	-0.300465226158106	4.80232779320667	-0.0565863598224901	0.473170733841501	0.579065231057698	0.739848802120986	0.556280730791164	0.705244596318058
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae	-0.897103316080989	-1.51508571233162	0.527859177773728	2.59125431161854	5.30503613639945	0.422980573431419	0.320000016403043	0.126993888915696	0.240593493324602	0.101834611930716	0.210935009924899
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiopsaceae	-1.81545287785139	-1.73060496115109	-1.96713108446053	-0.114378899373745	4.54619854728468	-0.0177600108131827	0.489257813354107	0.534068435977741	0.688724769209662	0.51036850924331	0.664937231526026
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae	-1.64107985026317	-1.47278642430651	-1.88160155004027	-0.204129701356512	4.62183497009081	-0.0374801156549833	0.477073172554045	0.524306597788377	0.685067039137365	0.529652970862765	0.687983415719524
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae	4.9544466493022	-0.194674552946814	9.45345788633457	9.50024619501891	4.92111719443043	1.59586868878478	0.0770732886287769	2.78819632673918e-08	5.08026423735594e-07	4.25953169986851e-07	7.7483680813836e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae	-1.69702961476252	-1.54385795095038	-1.96707633203472	-0.435194394724171	4.43962599439967	-0.07643154387067	0.465365856418887	0.558315990623956	0.721864884911284	0.57769490784364	0.728754489545726
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae	-1.35653166211475	-1.46895897910707	-1.132396286608	0.713221269931358	4.94850629921989	0.135029090109725	0.444335941979297	0.499358100428223	0.652272630881239	0.52013363173706	0.676332159122159
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae	-1.50495636363818	-1.44300497239276	-1.58944635673097	-0.025113771685108	4.41196603014454	-0.00436638615329297	0.497560975803219	0.521915029472518	0.699474820393566	0.533508448272142	0.71135368713356
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Williamsiaceae	-1.81839509526603	-1.49906694655268	-2.32208093341326	-0.78018067523376	4.48676875671521	-0.16409650935912	0.410156257378367	0.415976240623762	0.584474926327465	0.383964639376596	0.53986765880176
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	0.323850062435481	0.0604406788557199	0.65417439421446	0.651739101753761	6.00329935447653	0.0918552980236473	0.459512198354553	0.626797463799036	0.780709832782384	0.604873161071934	0.763282055401769
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	4.77183932752702	7.49335500880154	0.805831112754321	-5.97288137645622	5.90443699629382	-0.967918263720485	0.144531307120704	0.000341467563178819	0.00155322307619137	0.000104144587561677	0.000502855831589611
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae	-1.35901165187748	-1.61134823308372	-0.893668622565688	0.903434898725325	4.93800225869066	0.155036712239632	0.420487811348411	0.404793773007849	0.561866220070065	0.404514633104069	0.571169572122562
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae	-1.70797239937585	-1.4424299587504	-2.06943032492169	-0.598975973902245	4.29971351411162	-0.111818368407249	0.442926833854975	0.452404990617464	0.617518013395015	0.431354000838147	0.599401637943675
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__	-1.53056227647084	-1.43276354574035	-1.6940438122427	-0.289024163087584	4.61366704326047	-0.0590390916576461	0.476097562875842	0.492053001579588	0.654356155581238	0.51486395447703	0.666303632084993
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae	-1.79799322245506	-1.53074450634546	-2.25953053033226	-0.865539155114933	4.44169748056302	-0.173043545723032	0.413658543644277	0.430808469120832	0.596179881913632	0.411455279458152	0.567598364607451
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae	-1.92236655152055	-1.77537891096298	-2.14122701999973	-0.256318881792621	4.51562086273224	-0.0541356602172861	0.475585939444892	0.510457195100185	0.678690148799426	0.507767447692076	0.670926547597425
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__	0.104293903820425	3.20196990715994	-2.32913142683371	-5.55899313660807	5.5703128517314	-0.964287851707335	0.168780534620238	0.00100014932068477	0.00372107929191238	0.00101856708655735	0.00384939326150423
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	-0.46314024545428	-0.871122459942731	0.368886251109981	1.15573329690829	5.49306943531462	0.190381317392512	0.414062507037594	0.425010693752374	0.593338267003357	0.373961314979042	0.551947550961092
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	8.75072087512932	10.0285777962472	3.20581407772545	-6.68282664424741	5.20546589400088	-1.09756700295988	0.129882877568031	6.14179269710091e-05	0.000375658995059695	2.71953721391341e-05	0.000154029701418583
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	11.4015913206935	13.3094591407498	6.84391291172982	-5.8914725283027	5.00750727917001	-1.1294210006732	0.0830079213428163	0.000123903817858351	0.000667454604662058	1.5188326772565e-06	1.71968615287924e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	-1.75273617666297	-1.60053231796699	-1.99788452488545	-0.318333620113922	4.46274814225194	-0.0568753024293493	0.472195124163484	0.523542709933892	0.693617214648426	0.549856927466951	0.706215396145248
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae]	-1.91896266931249	-1.81201225837118	-2.05221701205195	-0.169201824259734	4.51831476061909	-0.0279602924968652	0.489756098373841	0.523269946183253	0.689705035060557	0.530469108174291	0.695373537905298
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae]	-1.59330381374974	-1.42106527149985	-1.82294660174878	-0.40526801087613	4.8211221326805	-0.0743891641271369	0.464390246741327	0.501035583458477	0.672402943044267	0.507919722305758	0.67701310777608
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae]	9.6681113292515	10.767674315374	1.56481697986789	-7.76851187683362	6.76756656698995	-1.08560457446807	0.125853725974088	8.27835798339935e-05	0.000456300525185998	2.03521268076476e-05	0.000118516539643167
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae	-1.40329737969255	-1.2982544205716	-1.59882039632377	-0.329586544681829	4.54822908570224	-0.059875684294621	0.470703127336327	0.473844439485814	0.659977785642413	0.535181570768709	0.694603932007888
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae	5.80074535962691	7.53389842523936	1.25918271870523	-6.30450719285897	5.22628547050494	-1.11252393697926	0.123902507727773	5.83181327296507e-05	0.000315367486559886	1.0570932990821e-05	6.90639100052074e-05
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae]	4.53423676119142	4.98790190475401	4.07876299334079	-0.103655001776985	4.99137825318156	-0.0178111065454136	0.491210938198707	0.727139857663145	0.861589116435813	0.890963926834426	0.949819594247252
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae	-0.773845696996803	-1.17921038159129	0.162517592305518	1.75751230586931	5.21438489065269	0.302038181985149	0.366210948952577	0.335900687578487	0.495177590476604	0.276197857120592	0.436798788890112
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae	-1.40480341792457	-1.47891554625335	-1.31157497036433	0.194216840472826	4.44001956518635	0.0334171200828821	0.480000001588899	0.532721251031926	0.700526935864264	0.550730540087774	0.718890530615808
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__	-1.71737263128704	-1.39438293794326	-2.1587250875672	-0.698580732649002	4.63752016735892	-0.139853651945049	0.422851568780734	0.432387655349135	0.614544964166943	0.441839312359203	0.599464982933858
k__Bacteria;p__Chloroflexi;c__Ellin6529;o__;f__	-1.82639134562118	-1.4723798860864	-2.32731949513514	-0.757415435402125	4.44547737078959	-0.145709645682253	0.428292688733938	0.425184322958876	0.592390231253289	0.413148404922484	0.562908739072074
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__	-1.75056377141791	-1.7602965274311	-1.74730619166144	0.0927795661045252	4.68645408890749	0.0182216347129744	0.491210938198707	0.538249031806854	0.70606875769033	0.543673809490503	0.710350226750931
k__Bacteria;p__Cyanobacteria;c__;o__;f__	-1.78445975072027	-1.49866078276233	-2.20780096972701	-0.614114972048954	4.44079713620198	-0.124433651049396	0.424804693614273	0.486552527953172	0.645499424294445	0.472361235902883	0.627230389717023
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__	-1.70112219045246	-1.81794178676129	-1.5205262699735	0.251538839189513	4.31679041744525	0.050841517824595	0.471679689757939	0.501004969818033	0.676522095393179	0.55509353993619	0.711353232696859
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__	2.30353093417059	0.00674575840824154	5.20238081459994	4.41380402770368	7.08064779460561	0.54021709819332	0.29170733706372	0.0518254042395207	0.138537040930605	0.0236059843625163	0.0745338702632845
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales;f__Nostocaceae	-1.7868524603107	-1.47090292733839	-2.32721377419743	-0.849335043967633	4.465077662756	-0.140444931253019	0.424390250039991	0.443297151112249	0.615633082827584	0.42180092991968	0.581443851940788
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Xenococcaceae	-1.87631075034691	-1.79887044871675	-1.93971944907374	-0.0486258852114609	4.57399152406581	-0.00588775312637863	0.496585366124513	0.500142322462554	0.676971280459336	0.546533563408022	0.704908859379706
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales;f__Pseudanabaenaceae	-1.80665096334273	-1.49078911610056	-2.2760747641613	-0.572898533339155	4.34953143118944	-0.122472837702349	0.431219517755868	0.43246335978792	0.601267218762887	0.447496137123136	0.606594038769848
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__	-1.42201804788965	-1.43142120996882	-1.3984123662428	0.283769443288876	5.43951362776898	0.0417442457491525	0.480000001588899	0.526345683086182	0.700003524745862	0.576330989049762	0.731445919065587
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae	-1.8436474031654	-1.81702846714141	-1.87915485816961	0.0566426719009714	4.29423040918347	0.0130033160852699	0.495609756445813	0.500202398129073	0.67086038523785	0.508462773827983	0.680403159074216
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	1.31904283717787	-0.106141798168681	4.38202209783218	2.73349672306663	7.32588224341463	0.373431995964705	0.369756108643642	0.178237191828802	0.360655687664102	0.196670634861507	0.39249395614894
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae	-0.781728991348317	-1.30744079786413	0.566628921122537	2.56334619148343	6.30319662408645	0.359129161928799	0.329756112835113	0.133470931420316	0.268725527689784	0.132804886552548	0.261068537659538
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae	-1.26278652721017	-1.3812704595787	-1.07618031979536	0.4352359943182	5.97088944817753	0.0612571446484585	0.46582031522911	0.567822257633529	0.727450109559424	0.567624572872963	0.719741439805081
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	3.68490258283793	5.95407085349711	1.70126833326055	-2.41658115135743	7.58291016612122	-0.315783428464426	0.360351574537242	0.284078730009154	0.493852956172517	0.176084433718739	0.365886705067353
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	7.98597564513321	5.83126244112552	11.2501319708055	7.38782726602614	6.93835808928993	1.0506815346157	0.0887805886006033	2.81945788869239e-06	3.53946796675359e-05	1.61021660579594e-06	1.78506602444471e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae	-1.68728850991542	-1.7266556326623	-1.60275233080964	0.359453854653712	4.55817283091636	0.0711408108101488	0.465365856418887	0.506100536726781	0.667866625064017	0.540303399614859	0.698162497154426
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Exiguobacteraceae]	-1.52539811222577	-1.49248774670998	-1.59079790404762	0.0311206965428017	4.92345283663614	0.00413786956568878	0.497560975803219	0.576490700824654	0.728591194247914	0.573600890509936	0.725708159395401
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Thermicanaceae]	-1.67736341094434	-1.63226273031166	-1.76327447780083	0.0179154970603506	4.6540818409802	0.00362474668488876	0.495609756445813	0.546340021714615	0.704388598055048	0.568734700952046	0.7287404410732
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__	-1.8886000733419	-1.68020743133165	-2.17571822538636	-0.598159528424017	4.68094413779563	-0.112665120299643	0.437073175803256	0.481433864185083	0.651422635686549	0.499544304922533	0.655526948710171
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae	5.60171844522458	6.97861661078963	1.66416094968964	-5.0722954474464	5.04396633953165	-0.939506980213991	0.158048831443932	0.000818822326619314	0.00344310522953285	0.00015704603610175	0.000729908889542344
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__	-1.4241813837347	-1.29991112670757	-1.61864121004024	-0.247115862147441	5.13766191610893	-0.0418824020119452	0.477539064288644	0.541284082718077	0.714502527400193	0.53182051689643	0.685712998104396
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae	5.08228586580095	4.27476512151773	8.73646488196681	5.18889377880637	6.91646432533213	0.727925124335582	0.232421904799537	0.00199445046360138	0.0077802753926368	0.0036090319889596	0.0135880120661287
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	7.29544692348124	8.7455611746804	1.89154819705551	-6.55781473712114	5.10990130617678	-1.2993706604173	0.0604879582363424	3.09685056460387e-05	0.000194958692311682	1.64964091800332e-07	4.49641715991675e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	-1.03692291238373	-0.488744842345014	-1.75175516896037	-1.71356357443019	6.70340311276602	-0.238434091436406	0.379512205267954	0.156375888991774	0.29776835291591	0.27207526086659	0.429725147313349
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	8.33742201459481	9.18675585671022	5.66520838826095	-3.77266368574229	3.85274484003232	-0.860768570099581	0.116097635158411	0.00153154343144454	0.00590142764063136	1.15284105878713e-05	7.58895434739937e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	-0.854124449255133	-1.14803074199159	-0.144996787732266	1.30794955156979	5.88592477840538	0.210779482267758	0.39512195992106	0.422235207838637	0.598176171960614	0.38832326137843	0.551196486752792
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	11.4120248576326	12.2077473832544	8.33746896447248	-4.00173045270507	2.94540456480076	-1.26110122718849	0.100586025216969	1.87739641267664e-05	0.000164184339835717	4.06901129244253e-06	3.36404397564716e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae	-1.81002822149615	-1.54109680630991	-2.29371033670133	-0.636227863452222	4.23359860982568	-0.129352069189954	0.43902439515337	0.523728622858235	0.678887165918752	0.498082262792097	0.642838052083351
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__	6.99277538666762	8.12704200389339	2.52309316705153	-5.10553505585069	5.81476937756415	-0.845702989504078	0.146341519550806	0.00107190428334974	0.00441631902656951	4.25941119264043e-05	0.000224595407585026
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	-1.92004458114216	-1.86489989093777	-2.02318715124408	-0.0322733171018639	4.57781470612305	-0.00269846506989001	0.498536585481929	0.484746678306081	0.668126147011869	0.545705023786764	0.710223947101163
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	-0.999541701947927	-0.682564544305354	-1.42447117496535	-1.06829218131928	7.3620110891909	-0.134704016328628	0.431219517755868	0.427820333225962	0.626709156873325	0.489753239984239	0.66274534478405
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	8.37400534499029	9.56346164347405	4.94455727413171	-4.68366701523914	3.37778403256364	-1.20643421998919	0.0956098488342979	0.000218396696704339	0.000984869006561959	2.1402525687168e-06	2.11789314933508e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	-0.369796350178529	-0.0787348254461815	-0.800121876209703	-0.991099469874134	6.22512769137862	-0.154116366954259	0.416585372659343	0.421170508571893	0.60324187702158	0.430355139065657	0.614380686784837
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	3.30762150149369	6.45910955757393	0.395328899551082	-5.12725577696636	5.69177928332315	-0.769541869089564	0.201951256183133	0.00419767661268398	0.0148988660866787	0.00194247882869855	0.0074670907398445
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	-1.08224587048693	-1.40856400078306	-0.349896416501529	1.33758589460957	6.01704404605502	0.202809119055934	0.396484383595081	0.273575943097288	0.445692130037999	0.361456086013574	0.531891976176384
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae	10.848664543165	12.1687020167114	7.615379149138	-5.00141300703858	4.92938058770783	-1.07365882532281	0.0742188731176696	0.000180567411358828	0.000875782669147059	7.29849746644104e-07	1.10021798918623e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Acidaminobacteraceae]	-1.67116450015245	-1.3282748279395	-2.21958284677759	-1.09955514955628	4.87479438636172	-0.19798930112345	0.407226570135852	0.334325916934243	0.504345255484251	0.353170530023537	0.513635371410175
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae]	4.67963575075615	6.67872360041028	-0.50890020620936	-6.32454288313891	5.38162123568663	-1.03905568430883	0.132812563342298	0.000207812473629206	0.00103195671666449	4.5577423097192e-05	0.000238001707758937
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae]	7.707413609514	5.12251735990211	9.46548411816216	4.31797084894544	5.45335961970646	0.727186101430389	0.179512238269478	7.33629249782046e-05	0.000448399269718515	0.000319457904455088	0.00142385619729116
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae	5.13786331582847	6.67504917017691	-0.624506405698813	-6.51785544453195	5.07898359733767	-1.09363363313423	0.0975610662488123	0.00012980405701451	0.000655466705235977	5.86086978877802e-06	4.29633140759974e-05
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	10.6756468366386	11.8788471077211	2.69823213875414	-8.59499962060077	7.10656780824999	-1.05585575400211	0.134765687232416	0.000116772463329028	0.000637849750201512	5.21141444716449e-05	0.000268647181600476
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae	7.26368176023451	9.1701539470938	0.963157977607631	-7.51751558237495	6.02783479780252	-1.09907579412958	0.112195199153738	5.66867910124097e-05	0.000348831857916834	5.59668832942068e-06	4.19506903325169e-05
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3;o__;f__	-1.78187302796174	-1.49630259256831	-2.2589209040423	-0.788710670754135	4.5348134840282	-0.158555993069912	0.422439030693896	0.419264119886727	0.587967238415613	0.415252350957163	0.582087284794815
k__Bacteria;p__Gemmatimonadetes;c__Gemm-5;o__;f__	-1.84591607995112	-1.73156325212066	-2.09558986517171	-0.0246798632378473	4.47202880216321	-0.00473419530711216	0.496585366124513	0.468512572467849	0.647309052403457	0.50222645184324	0.665950623418234
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101;f__	-1.78805149987714	-1.43462504596966	-2.21500664288129	-0.580550496185475	4.28242709612729	-0.11788633235628	0.445312504398793	0.470628538607219	0.641846509042334	0.414183196920747	0.591736447579996
