featureid	rab.all	rab.win.1.negative	rab.win.2.asymptomatic	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__;g__	-0.803334360512034	-0.935593867982192	-0.581421253162244	0.336397621364829	4.2166026711021	0.0640669907171489	0.462938886915922	0.495316199951085	0.690816958949724	0.502710846039223	0.710564584426612
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__	-0.765129719431412	-0.881108876202077	-0.41785263792231	0.665289372886287	4.50439836632716	0.125933743900935	0.434895842690214	0.492631136101814	0.700164302571236	0.495803176089763	0.702947127029409
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Microthrixaceae;g__	-0.902540646010143	-0.960498592912451	-0.702362895914572	0.226371993224652	4.13792055324573	0.050457392440084	0.479843956030925	0.487682965766057	0.685483836060725	0.499117018591836	0.70056933219723
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__;g__	0.742424140071013	0.088934306338162	9.53177826696136	6.5436262504501	9.45996739643671	0.677247308645781	0.264322959475278	0.0346501456055768	0.150329488245124	0.0294493636601886	0.133200276202939
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__	-0.760651424942917	-0.73652447337024	-0.793724591573233	-0.426120430680718	4.81195294973799	-0.0753620558222841	0.457737327194778	0.522177934617392	0.731808612889946	0.570359865854898	0.763314764696329
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	8.7029954611585	9.70263308977545	6.40443317514572	-3.13635580391648	5.64889224124982	-0.615636053461486	0.162548851961254	0.0151753877926038	0.09517501603147	0.000741255753624373	0.0116447085639228
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum	-0.716274648534883	-0.946702469635532	-0.336271581961091	0.489875258056423	4.78143715142161	0.0971740561597978	0.440832258131106	0.515733381021927	0.723561354985232	0.524065922007865	0.729998364334828
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium	-0.538200044403171	-0.710977940238854	-0.138624465952486	0.848408703221515	4.95188527098471	0.13469741108385	0.437500008970476	0.478334924310016	0.679375275420806	0.473745954796895	0.685567146740889
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium	6.98842326762368	4.57206367599702	13.8940342821664	7.64870158877372	8.79236171242862	0.883552825669458	0.162548851961254	0.00220222923371988	0.0228787013073365	0.000668141243636634	0.0107505454042287
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium	-0.944260676053974	-1.21199254032648	-0.414943181353846	1.08375037343972	4.41660375618181	0.200436093414963	0.401820560553915	0.396408834270441	0.592816566865699	0.383091409889277	0.582565469741646
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae;g__Dermabacter	-0.850861203349022	-1.10428187450387	-0.389049119767452	0.880654698983746	5.10983608548846	0.149708174868933	0.428385426996648	0.409356424329512	0.622494348436471	0.440340790295225	0.642763590292538
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermacoccaceae;g__Dermacoccus	-0.89384789595351	-0.948485180416684	-0.760487948165996	0.308971182889061	4.31559197112288	0.0608773665341694	0.470741226503959	0.491347075724259	0.69390887851433	0.516426074608331	0.71510265233341
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__	-0.883698928992366	-0.920817544062791	-0.804178520432549	0.249417259938966	4.34955869267226	0.0566589977801587	0.467447921285364	0.500763618891446	0.712622522668495	0.49867444810522	0.715200505657493
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Gordoniaceae;g__Gordonia	-0.80246136771026	-0.927144231840026	-0.321194048959892	0.748018013522799	4.37823049211492	0.132250185455413	0.427828358891227	0.445279213595549	0.654064577378226	0.48350586923259	0.693304516379704
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__	-0.60995467729802	-0.728002937972731	-0.291943859281645	0.371862712915434	4.54246001077369	0.0655499379663863	0.462239588698916	0.502119795484711	0.705570723455855	0.514822361659633	0.727053666741276
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Janibacter	-0.980101857323085	-1.2473105660051	-0.354549170323848	1.05553909943717	4.70593522796215	0.197486930704288	0.403120950465384	0.377301370883166	0.566891635751956	0.413970534232028	0.609298934444872
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Knoellia	-0.803998158732224	-0.95442049237327	-0.579308158585578	0.390669543196783	4.23620604244213	0.081387358723404	0.459037717124713	0.495111228818926	0.692916434800468	0.491184183963514	0.698895894875552
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__	-0.858075514070059	-0.890840432184198	-0.762801411460408	0.211948495687616	4.20904702056454	0.046882161708457	0.472041616435937	0.49840799237831	0.705891867973898	0.514687767684128	0.719150795498869
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Curtobacterium	-0.903543890936971	-1.02142815184664	-0.722360311894739	0.398271392275235	4.26777840345043	0.0877478970148754	0.457737327194778	0.535438541596023	0.724193260704246	0.558209139567557	0.750420449551869
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	0.917505152352848	-0.334576976256869	6.6983585865891	6.20091618757207	4.97549950470093	1.15082206323983	0.123698039284815	0.0014237481049313	0.0120510729752854	0.000216958299158874	0.00443241537315239
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Rathayibacter	-0.95038160199231	-1.00784815316596	-0.726945665163184	0.241740363121944	4.54778123941424	0.0348678481304878	0.476562503318659	0.505892334622507	0.711789542130107	0.510408416071544	0.721227313306737
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Salinibacterium	-0.95018946147643	-1.19781778834576	-0.342893408873104	0.913483960060993	4.89746685785717	0.175368947618222	0.411458346247924	0.442805640636445	0.632843730119528	0.422644252017064	0.626620757811172
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Zimmermannella	-0.931734074344982	-0.95644327867552	-0.87909503704618	0.0355730155990894	4.16063533130033	0.00516547149918029	0.495448635231799	0.540310800384932	0.736045428948138	0.550432582643322	0.7402386429564
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__	-0.886342157951436	-0.948132772617488	-0.76337412710201	0.220708759784844	4.32161629825058	0.0448663834442916	0.475260420170577	0.497460585291552	0.707468774907186	0.523251365085106	0.729685093961319
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Kocuria	-0.563213721067703	-0.844348166149922	-0.00358298285047542	1.08267398816892	5.62440850054996	0.184634784722798	0.412223679862702	0.379878054404426	0.593874115895156	0.417537119335638	0.623138193265411
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus	-0.461380191090056	-0.913676632331136	0.906272137070887	2.95320695858848	6.43891295693163	0.449380018165968	0.300390150496667	0.116905542010768	0.303392265450034	0.152100519004699	0.336470851612666
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Renibacterium	-0.788007749263548	-0.857191904405996	-0.667536542418302	0.077621434691701	4.31392646747507	0.0134453681316203	0.491547465430725	0.475080136433798	0.678169667304745	0.485197199473288	0.697331685870529
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia	8.86428054776265	9.33360810775412	5.61250518722178	-3.25828917113694	7.17434097797299	-0.485715928476243	0.273437540280312	0.0359268299799659	0.170306184695036	0.0261133787976694	0.140367665147577
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__	-0.817593514154735	-0.897229800261456	-0.647635813649753	0.252294179642723	4.07922361738359	0.0555311765946428	0.460338107054887	0.468019386372185	0.681538214787106	0.488269613218441	0.704181822260945
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__	-0.836795786094085	-0.970612076835113	-0.643266574916336	0.0954252456748899	4.49168832800269	0.0215582126894355	0.491547465430725	0.521778418714974	0.728847076637574	0.552289484030981	0.757104921870924
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	-0.858128183822689	-0.912742404018578	-0.75497629599346	0.057905327887017	4.5245612954485	0.0098519717632542	0.494148245298071	0.543058823609038	0.726773135429882	0.543186981452581	0.744970469167582
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Propionicimonas	-1.02164948741847	-1.28711249522892	-0.315904004251907	0.767262772701999	4.26740338778655	0.152018755882911	0.421326409287335	0.387777616237919	0.59118645630072	0.39225748535615	0.609029763370298
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae;g__	-0.781751572726581	-0.831826465825692	-0.661646201512168	0.158664063449471	4.42193054274393	0.0352345698957321	0.485677085358608	0.499822969481266	0.712638090511436	0.535891591208338	0.740238851780004
