Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	1.negative	1.negative	1.negative	1.negative	1.negative	3.mild	3.mild	3.mild	3.mild	3.mild
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__;g__	1.0	1.0	1.0	1.0	10.0	1.0	1.0	1.0	1.0	4.0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__;g__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__	1.0	1.0	1.0	1.0	15.0	1.0	1.0	1.0	1.0	13.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__EB1017;g__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Microthrixaceae;g__	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__;g__	1.0	1.0	1.0	1.0	3376.0	1.0	302.25	536.0	924.0	2620.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__	1.0	1.0	1.0	1.0	140.0	1.0	1.0	1.0	1.0	8.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinobaculum	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	1.0	177.5	341.5	924.25	1672.0	1.0	1.0	5.0	112.75	497.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum	1.0	1.0	1.0	1.0	49.0	1.0	1.0	1.0	1.0	4.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium	1.0	1.0	1.0	1.0	22.0	1.0	1.0	1.0	10.5	1511.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Actinotalea	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Demequina	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium	1.0	1.0	10.0	356.25	20540.0	3260.0	6451.5	16158.0	27896.0	48133.0
