featureid	rab.all	rab.win.1.negative	rab.win.2.asymptomatic	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__	-1.789011150304	-1.94373137190131	-1.6161408647933	0.497510766100106	4.25762216432621	0.10740579853311	0.447368424052049	0.460181462963637	0.688550420195887	0.459923390224072	0.692086014131304
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__	-1.68877188034502	-1.89466743249151	-1.44211269842558	0.443599453844962	4.32582938677764	0.0862611090751446	0.455217751102082	0.454205107517324	0.672012820034192	0.460363793303851	0.669101805916619
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Microthrixaceae	-1.85912054305311	-2.01487340950262	-1.66699674351598	0.363529912717943	4.28411142169686	0.0733923337004364	0.464256370139766	0.47733405237857	0.69926221984227	0.462006013090566	0.681135774709021
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__	-0.506785262245401	-0.875015314277723	0.0535044128321394	2.15841412099096	9.2643384145055	0.246969525105806	0.376335258027619	0.14220592607253	0.393781207046425	0.230516541104256	0.484992784266753
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	8.03025062889462	8.83824714773289	6.9035279444442	-1.83377027733014	4.96321615877013	-0.307632377910802	0.314967117345852	0.0838668372743559	0.313294093398648	0.0404275361623661	0.194452374829201
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae	-1.53208179728527	-1.71193699339816	-1.24060482277597	0.650625354963686	4.78980447019248	0.120420720614766	0.440789477068628	0.494703622067896	0.71891873397488	0.493271616023993	0.717988698746648
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae	5.8117280297632	3.47638640103706	10.6792230834257	5.19353331709144	10.3309564120821	0.497463546853925	0.298519750398227	0.0453445409351257	0.211071574688562	0.0231384347025803	0.143127012442068
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae	-1.82723879682252	-2.12943960790511	-1.3930275236915	0.756975444423752	4.80473782338075	0.1378236579276	0.424342109626961	0.391342095687318	0.614776101215947	0.432162080967551	0.642045848489056
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermacoccaceae	-1.77887313992669	-1.90648875463904	-1.56000672897266	0.333476182668691	4.22547040795101	0.0652066174519677	0.465899755419807	0.485547889918137	0.695593255672126	0.475110245001236	0.683930001532339
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae	-1.79103480415228	-1.82175604804952	-1.72473999825927	0.0988246758964513	4.40539106674059	0.0177164947822102	0.489728841991461	0.511802822864787	0.73151968528943	0.520834736932349	0.734720717352262
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Gordoniaceae	-1.74373818459046	-1.83065525964472	-1.54358313716137	0.470617713588039	4.43316633619518	0.0906474174785768	0.456414476159389	0.503436602994015	0.732314849627392	0.496349749697189	0.713950586307863
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae	-1.53145482668951	-1.75171710676473	-1.25894402686122	0.505522434654773	4.78648524982182	0.0923905700720876	0.4547697394122	0.512257126304528	0.723402091226054	0.525574835671886	0.734212850800147
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae	-0.457411785335671	-1.3385806364287	2.7311463576514	3.93415122004699	6.62438274246963	0.554763749752279	0.280197221574552	0.0344039716571137	0.156855395936968	0.0296375260945743	0.141118046536139
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	8.40602965846519	8.27056193744476	8.55828371972453	-0.141536626046156	4.22639587987374	-0.0210929225712129	0.481085527383289	0.390221282247832	0.702051979085476	0.777038090124474	0.913405184149507
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae	-1.7021665484834	-1.88177597591014	-1.49624070136377	0.44594216579027	4.37854689281001	0.0754610584308313	0.457682829020992	0.440358445477842	0.667387223731522	0.461415326099233	0.68885882359887
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae	-1.72269580865357	-1.95444877801499	-1.43814904280212	0.528010624917759	4.51641848168306	0.109596777965483	0.439967108695947	0.466346428179242	0.692473559225199	0.458648132753347	0.687662653110643
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae	-1.83718061347529	-1.89866807710984	-1.75892808681272	0.157774041087677	4.41604764946218	0.0320199005660342	0.486019737630614	0.491932589224838	0.715674009756783	0.519490242362839	0.736583959245701
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae	0.778622616202544	-0.49242324543394	7.64732942779975	6.1561482108875	9.65927735419954	0.659427308809225	0.264585062211301	0.00897257322452721	0.0879991822658426	0.010353894543863	0.0881415070869692
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae	-1.77480901938463	-1.97353444228016	-1.49474465994489	0.165026615773198	4.42291885678818	0.0331462307838867	0.47779605388541	0.452902775160707	0.675322081540749	0.432583544204508	0.666469470992017
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae	-1.80271701887922	-2.00702654141561	-1.58008427488027	0.289629144639434	4.23048165277241	0.0597617616111113	0.468364833340103	0.412377577747185	0.660095772253663	0.412054260373273	0.646346046704318
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae	-1.79848773352915	-1.88987746845437	-1.65929393244305	0.0974251631508025	4.35227728638346	0.0193494091079147	0.490131579503745	0.534398066423284	0.738706017251632	0.504658084674346	0.723867079294501
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Williamsiaceae	-1.81445985437475	-1.9003759560528	-1.68396480814225	0.32066049274268	4.3289085727471	0.0692164206532669	0.467927633393933	0.488181027216824	0.720333800605035	0.515873051321381	0.723867108739276
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	-0.917724740627448	-0.363067046072088	-1.46188604298886	-1.53385940671774	5.48866865242615	-0.243882350558618	0.373870180134432	0.258639217404679	0.497266185654036	0.302306340833306	0.531721106957615
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	5.0238682302897	7.09916887874469	0.335984051148066	-5.2484793538965	6.97393296517218	-0.706516720189971	0.220213663016989	0.00248941965443228	0.0563231141685504	0.00148567241636881	0.0415014495888948
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae	-1.80810655066469	-1.92858234211745	-1.62765648100195	0.427248095478982	4.35064976660258	0.0796323667228263	0.460526318028063	0.467643001787128	0.682662125538002	0.480967619160272	0.690035313900672
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae	-1.82713834907054	-1.98919540264056	-1.637386892204	0.234555783936984	4.37400885825386	0.0452261485936928	0.478225145023708	0.466829330665767	0.692757224329921	0.463224726092329	0.693475342533314
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__	-1.86280226239593	-1.96116205626547	-1.69107228026278	0.312813460846821	4.33734303050104	0.0649899076535698	0.467543140699974	0.483248399372322	0.699593350102658	0.492347281809589	0.70206378980631
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae	-1.70194668436908	-1.81240927705291	-1.54010892122684	0.2332370092964	4.31645298060828	0.0476170030039946	0.473294989181463	0.491635892861417	0.716773084336131	0.506255316706466	0.720246180239183
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__	2.11547839974081	2.70217528216581	1.05331406786184	-1.19001008704242	6.71562849711838	-0.161349740460831	0.424815123473572	0.49999930137175	0.744816518969467	0.432779512736892	0.713691157807
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	-1.0920197072446	-1.23706926815718	-0.852474554001002	0.313707848991279	4.88486788263294	0.0598547912788281	0.473684212013527	0.56415906407035	0.767915528575827	0.572716256216047	0.775195273066344
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	8.93552978751599	9.65770952073512	7.25746929575537	-2.66330371167232	7.35074066130246	-0.382757909091497	0.310599848103319	0.0225358511970787	0.147935772973615	0.0342672133352876	0.17663211741204
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	12.0835691806552	12.8983605470621	9.38758704819255	-2.97649985821305	6.5771199336776	-0.471824671100179	0.230895666344335	0.008088013105629	0.097767500210416	0.0023959383673711	0.0519825966877559
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	-1.79181279318866	-1.93294093221393	-1.5717171291004	0.415465343362134	4.26150923219681	0.0820877687672067	0.458059212906742	0.494824299523451	0.719037011985525	0.502023914278953	0.712751279836533
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae]	-1.77074491107254	-1.91357192898729	-1.5969482923509	0.228926756323051	4.51933685037376	0.0441263706976306	0.471217106890682	0.51752634551579	0.729599318922113	0.50760013946673	0.718688999482523
