featureid	rab.all	rab.win.1.negative	rab.win.2.asymptomatic	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__;g__	-0.784564949974161	-0.819569033947664	-0.726893707432135	0.0209091837794286	4.2394082224235	0.00427049294291708	0.496710526501184	0.499057639532623	0.75530475209399	0.522127223239166	0.768300803637045
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__	-0.703897349106338	-0.909170861920478	-0.438565053110255	0.51662306745806	4.25035992963041	0.102581097856057	0.445357439430438	0.476834405592749	0.73692225520356	0.47131823292059	0.730951625904692
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Microthrixaceae;g__	-0.909132723072339	-1.00356889897241	-0.757124270416531	0.266031740653992	4.17548204519484	0.0485337588822667	0.473684212013527	0.451100486977687	0.728245175090406	0.453296539414975	0.73658613744514
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__;g__	0.463720185521156	0.150244836821247	1.12886703046922	1.80184913949711	9.19178834661792	0.195778659303592	0.391947418045437	0.173637856700373	0.492485676333803	0.275862215867908	0.58402709295483
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__	-0.709277261308815	-0.691868905389391	-0.73084932572636	-0.27780563618815	4.86515750380495	-0.0444685657584614	0.478618422259851	0.497716916535068	0.755389903801367	0.51117552043948	0.766417534407147
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	8.96695496485093	9.71262712269171	7.69545224146515	-1.92289031777863	5.11230346183571	-0.330366663087287	0.313064925949219	0.0749167483772154	0.369909112383014	0.0344156882381302	0.263718852567957
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum	-0.694405387598869	-0.76448007080581	-0.590054145309908	0.27909780853196	4.73487035757336	0.0426538224610432	0.47247329654117	0.56995425799657	0.803309155301322	0.570276782043442	0.803080360341524
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium	-0.583702992033736	-0.795984319868742	-0.350052558861096	0.518874262068007	4.77194658217713	0.108388824877038	0.44124897623604	0.454027794687013	0.716123662752379	0.45591111764038	0.72504766104042
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium	6.88555254445078	4.51534906305593	11.7518568868324	4.6457868339805	10.0536503286019	0.461937230431357	0.29087922543575	0.0558498516916091	0.310994366670776	0.0271044221714683	0.232415300928292
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium	-0.876118187243605	-1.10827422250942	-0.582402460705861	0.608762386977826	4.53323873490806	0.132430563868065	0.435855266833422	0.430198043894913	0.702510968493415	0.432143384598571	0.703991706301484
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae;g__Dermabacter	-0.979736614393644	-1.21284753788927	-0.669169444894719	0.624708822767954	4.59207088051283	0.117603427029447	0.435497127766265	0.38429243916955	0.652621429752979	0.400920064034332	0.673423736959082
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermacoccaceae;g__Dermacoccus	-0.872583146951222	-0.97021860573572	-0.733286892076003	0.215151034487317	4.18590248421542	0.0476519536004637	0.475328948762213	0.495370407602885	0.762230361567967	0.511187652120499	0.76764228780066
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__	-0.796758323009621	-0.843754157218997	-0.721314373473767	0.133695325899437	4.45693472264585	0.0250477485069532	0.484798686147793	0.513751328207528	0.770312618735338	0.528672068703301	0.780076220109576
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Gordoniaceae;g__Gordonia	-0.748540012007592	-0.928079366304935	-0.507772741604532	0.447056863823729	4.48045014556236	0.0845230259938157	0.461348686401912	0.464903807704959	0.718413852581644	0.466690421911363	0.728384645073827
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__	-0.667577870674616	-0.822417480310376	-0.502608151220038	0.204250598714275	4.48526272927717	0.0423113899219899	0.479868530304625	0.46799974128095	0.739610979803659	0.477874103459454	0.759591340415851
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Janibacter	-0.911765621150765	-1.19454859718067	-0.566638383017093	0.638616971040684	4.52109652076202	0.114088870725717	0.436677635205807	0.441317918531804	0.699259094681248	0.451636347377226	0.718878877463987
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Knoellia	-0.827558046190774	-0.941245549523913	-0.665921869366923	0.218481595691309	4.18436191496549	0.0428870944698777	0.479868530304625	0.472704969624191	0.741175972050546	0.503425305664659	0.759116524488819
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__	-0.811261220092844	-0.958420015454291	-0.649541811699214	0.16893179235388	4.33448782730222	0.0323152049755869	0.481511915585615	0.492886487232996	0.747350670778022	0.492045230047606	0.756862046397949
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Curtobacterium	-0.911090781732928	-0.933445939812184	-0.886264435218653	-0.111050812411259	4.49895925301881	-0.0169951147014732	0.49055053463211	0.482090545704541	0.753340542379155	0.493058922297719	0.768363805900136
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	0.430800227742433	-0.366459999701857	3.40565463273424	3.86299848165859	6.44247864162734	0.529972250237484	0.297697382054123	0.0515518294203443	0.266056203129212	0.0394386466025113	0.239689087109595
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Rathayibacter	-0.851112800245682	-0.946538639954136	-0.721090878249358	0.184363385973601	4.40945929871892	0.0392608386005425	0.47740345238328	0.525363167241262	0.768849439589575	0.52104183432734	0.769305885010725
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Salinibacterium	-0.897236510451874	-1.16293505945022	-0.540185477304933	0.547122225569403	4.56019417675873	0.121018228033138	0.437962205681527	0.41478655790109	0.687752337913544	0.409715759393598	0.691361425811762
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Zimmermannella	-0.900318394528655	-1.1003896222329	-0.611555385672046	0.370958733606324	4.23586435281145	0.0747051519408738	0.458504521660709	0.445521424839082	0.714589609217843	0.448235051574445	0.700279866216692
