featureid	rab.all	rab.win.2.asymptomatic	rab.win.3.mild	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__	-0.545597782125105	-0.375031159024344	-0.744332654467666	-0.0540393466719786	4.6067715736653	-0.0103305968621057	0.494140625465725	0.510980718265121	0.727901146977435	0.514237729209522	0.743612917276545
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__Blastococcus	-0.675716039713381	-0.496841415433757	-0.856009436582877	-0.108228444297455	4.75837020811826	-0.0178933079470008	0.488780488695234	0.561289728954115	0.771058543918122	0.581193512981613	0.782480756889035
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__Modestobacter	-0.178622366134276	-0.516669790804117	0.439995027317352	1.69520448527478	5.12169847845137	0.287721424962269	0.378536595604273	0.296112225530583	0.529185906559976	0.316718486208053	0.548257833805791
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Gordoniaceae;g__Gordonia	-0.788429120705022	-0.185131160705927	-1.48518649356219	-1.26351190861102	4.28255229080885	-0.252791586207897	0.370117198569075	0.341994133068219	0.568213403282445	0.310338238142844	0.533193371474201
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__	-0.6483144149	-0.330543883983347	-0.977609818076075	-0.494865473591121	4.71646125480248	-0.0946748741384517	0.449756101586866	0.543346692584847	0.764665371331405	0.46346053294618	0.710097867466022
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Arsenicicoccus	-0.765729970134041	-0.4948708597236	-1.09977295132371	-0.594595541147617	4.16574780579381	-0.114591153399212	0.435546880208826	0.494823041313149	0.708694030702914	0.462894684581703	0.681561698563719
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Janibacter	-0.544036144238642	-0.3574214130694	-0.774507261152115	-0.312967987972299	4.99080982018651	-0.0553822863439927	0.473632814601319	0.58803869373512	0.794355761637156	0.576643201543127	0.78711101926885
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__Kineococcus	-0.791310571140123	-0.5679424311753	-1.10134317086907	-0.347402740292024	4.40444340241826	-0.0726512027876841	0.459512198354553	0.460679372002247	0.691487616944546	0.476078557202183	0.697545881701349
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__	-0.828088517827769	-0.588007260124042	-1.08399441298852	-0.418132074360297	4.81586856786417	-0.0772283248368353	0.470703127336327	0.528810450004293	0.74585031038947	0.4770818309402	0.710621096104403
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	5.1489428107848	3.59190976087733	5.78784846042452	0.444580667543772	6.4460894666701	0.0693052514293856	0.459512198354553	0.431101198978047	0.703706018586685	0.705897206761001	0.880573888910858
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Pseudoclavibacter	-0.732905305268584	-0.399287556952519	-1.15309528290967	-0.462164215445528	4.59731334400938	-0.0954499259539767	0.447804882234397	0.51126764596442	0.738364361764891	0.480587029885092	0.704051013686116
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Salinibacterium	-0.803546664404562	-0.180245983882385	-1.45433879928389	-1.19776146028426	4.49383739967078	-0.238468398626248	0.375000010596377	0.337458790621752	0.561581586991424	0.327463276781913	0.53632449934645
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__	-0.579099052404169	-0.452156077461265	-0.710700273868973	-0.0218969899609425	4.85897512066344	-0.00374306805186029	0.497560975803219	0.59209020762011	0.794620587350575	0.598905009624614	0.794110147880218
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	-0.416884922004181	-0.471302146957679	-0.321208189169329	0.338010578749243	5.26617952626719	0.0619443275504125	0.463867190386652	0.497352372580681	0.723151035271973	0.570841722519553	0.779352706547286
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Kocuria	0.370716763443502	-0.0062274448457238	1.13681137056233	1.37122132969137	6.36900004710972	0.190775731955736	0.414062507037594	0.399992616460464	0.651375746358348	0.398346145603422	0.649896321117474
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Microbispora	-0.70614112996086	-0.449627147079575	-1.02874090841896	-0.422152331429301	4.61739606274807	-0.0869617445721862	0.452148441338052	0.525715923961642	0.746831188694021	0.518311597423398	0.728202285342069
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus	2.3204639341646	0.342322407317559	6.51872102786423	5.64409101622684	6.85123145895461	0.714367131701846	0.240975637837743	0.0151692543032368	0.0922329812449251	0.0142542365873792	0.103593309748828
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Nesterenkonia	-0.920734076714893	-0.603740258020649	-1.25978955957085	-0.629738140767399	4.60858001794952	-0.118854030416957	0.443359379559906	0.448687866725995	0.690795714804847	0.450379418185385	0.694221800522063
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Renibacterium	1.57957470257056	-0.481380930793955	7.09299547083055	7.3718305011224	3.54781747028535	1.91969939266381	0.060547028497077	5.33347042295711e-05	0.00094314584449342	3.86038929326583e-06	0.000177533174802791
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia	4.00698224534045	9.30292064199028	1.13387962471751	-6.5971664182363	7.15511378339948	-0.825992801088903	0.197073208693336	0.00289343542104618	0.0323741751219917	0.00218559487506549	0.0309190596997754
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__	-0.715485956887504	-0.483242986482232	-0.982014181025315	-0.508630314166721	4.33265801660617	-0.109188334658976	0.444335941979297	0.478000215094236	0.711925893535956	0.485890454741671	0.721909734369221
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium	-0.782930267139282	-0.490451636124163	-1.17733405016973	-0.533953862995098	4.45157805399696	-0.0900101456288644	0.454634149969653	0.438199333132069	0.664162178246536	0.436265072204188	0.667222156987618
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Rhodococcus	-0.833392425132885	-0.51662893166073	-1.21029226429107	-0.730330233287168	4.80992033691233	-0.129695705965848	0.434146346778993	0.540400747903433	0.759244712055599	0.524699562764978	0.73644941917683
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__	-0.144346937007347	-0.4740158894316	0.448895140486089	1.66153711755753	5.11501961235536	0.276217309756047	0.374023448190341	0.372213979147409	0.583679733316564	0.340293288968764	0.569175083156297
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Kribbella	-0.738981366394079	-0.487468153296419	-1.05894228436109	-0.615995735943763	4.25544708761651	-0.117047154618356	0.43902439515337	0.45475956397779	0.675476915698142	0.432573978592193	0.65907134442448
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	-0.375879885790457	-0.539387831117667	-0.14441339124304	0.94357120740098	4.68912294860853	0.166257536987035	0.424804693614273	0.419148324689637	0.658300383086505	0.456968370849661	0.695197635396892
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Propionicimonas	-0.351055516864514	-0.249727987017675	-0.499314388155954	-0.208616284240524	4.58254333822089	-0.044307576504372	0.477073172554045	0.56530893267597	0.761312580977919	0.571663573847764	0.768002040321239
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiopsaceae;g__Nocardiopsis	-0.78857634026909	-0.510275852163936	-1.09852477265443	-0.455730050799407	4.30535856320936	-0.0850350918584151	0.454634149969653	0.47200491845076	0.703922666033448	0.477459973268128	0.701213945876463
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae;g__Cellulosimicrobium	-0.649707422961065	-0.424707790257346	-0.90318975356306	-0.264172680442858	4.42617608110141	-0.0418755831819896	0.473632814601319	0.561167585737833	0.77885125375634	0.557869856191541	0.775969987168595
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__	-0.159195108857716	-0.234575800318582	-0.0813127487285135	0.25918278850492	4.68175458158156	0.0465104421989146	0.472195124163484	0.510083239772111	0.732563941122693	0.529192263312268	0.747320019787045
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium	10.0920697651639	8.79631165234257	10.2686290675997	1.16755538378275	6.20631946111115	0.155228546119957	0.434146346778993	0.0500668647296508	0.25084220526485	0.490940834271712	0.77598911752914
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionimicrobium	-0.726411538107838	-0.474577355124762	-1.03058168375012	-0.197693124360768	4.73516732582762	-0.044806759315351	0.482421876398712	0.528413347396733	0.752325007508489	0.547678770681597	0.765684740779435
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Actinomycetospora	-0.743889260816633	-0.467862515813854	-1.10790005694804	-0.529530905828596	4.57365033060851	-0.0984806408080725	0.443902443530651	0.484741796035909	0.708842662246576	0.484193285212848	0.70549529061679
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae;g__	-0.423337303137172	-0.422119474186504	-0.432404129517295	0.437473912976754	5.00796511394409	0.0771950309545439	0.456054691019647	0.55074225770515	0.751660373702648	0.583283539839564	0.775602771072169
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	-0.63863724762955	-0.548323484933853	-0.763789074269701	-0.0462359499407032	4.38526436798322	-0.01488846016236	0.491210938198707	0.538630389986291	0.759745247061184	0.542472383025785	0.758474617438769
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__	-0.569363867322756	-0.498764900428585	-0.632200343028728	-0.140843914560703	4.58018767683637	-0.0248202642202942	0.487304688509583	0.545533962431693	0.760732248512962	0.569132911076714	0.768308360226933
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Alloscardovia	-0.841538770272766	-0.590905558362028	-1.0971719055139	-0.295202824189805	4.54056780556411	-0.0584453562400385	0.46634146609651	0.526501493685291	0.736945545553225	0.518274770862985	0.731773998841638
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	-0.374761806201487	-0.532283979831496	-0.132071984585714	0.828951271944701	5.01625172024958	0.150057346730862	0.425781256031265	0.471276943487324	0.703156804972007	0.518192209650615	0.7363226186384
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella	-0.473686340925759	-0.434262143167656	-0.506925017409227	0.3060966588334	4.83051622325842	0.0550768378549048	0.474146343519569	0.475835880778158	0.714777251559486	0.509685617169945	0.734917416112039
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Scardovia	-0.619238100373963	-0.331050110889585	-1.06084303367694	-0.573987070113034	4.89921835077653	-0.0974639987832401	0.442926833854975	0.518352987464722	0.746219601839428	0.498371790787435	0.721330439267836
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__	-0.616114391395049	-0.475587696525871	-0.815515034325639	0.0333274200965867	4.67245101612033	0.00520578464010654	0.495609756445813	0.513040379059039	0.732178032621747	0.517694561987039	0.738314908459825
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Atopobium	0.856282901931677	1.31885767344667	0.271412697813151	-1.57843144010387	7.3148693024656	-0.211897848453179	0.407226570135852	0.373722167835414	0.647214128769538	0.392163685886363	0.656738226533856
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	-0.712374715593963	-0.531524842171434	-0.913207678535803	-0.0718093145023264	4.74241897936107	-0.0151222148434942	0.492187500621033	0.529686096966545	0.749639501252354	0.501787244242445	0.725757392285139
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter	-0.33662555234076	-0.512148026582951	-0.16707942895494	0.61015602244443	4.89486164268576	0.113830751923969	0.445312504398793	0.445324565630573	0.679509143515021	0.463527938674733	0.699909326276434
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__	-0.796727316729688	-0.618775462423384	-0.98516698974451	-0.436922121322086	4.11752756029796	-0.0930060540881806	0.446829272558308	0.454630357663443	0.681152819607662	0.493589701278054	0.698750671444426
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__;g__	-0.564301669817679	-0.417622821429374	-0.818272217471817	-0.266571625325871	4.1227947710785	-0.0597366160053061	0.46777344007182	0.461605867237398	0.696690520469436	0.49647086451399	0.715568527192368
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__	-0.772304471423402	-0.50529779061042	-1.07444637219612	-0.481820553741088	4.2604246739534	-0.107890065754746	0.442926833854975	0.453798781515212	0.689488800674955	0.454325275900148	0.684081735298905
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__	-0.0776151365410591	1.848463537116	-1.40347182792893	-4.34706779759899	5.66431959172219	-0.676426092628121	0.233170761299121	0.0222372576081483	0.0977221668341799	0.02531443697971	0.119762926697863
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.527716392064058	0.0683755613333137	1.27961344140154	1.36002432701639	5.37575700728068	0.216266930411819	0.399414070831006	0.366210983289943	0.604082679678499	0.356755674451212	0.606290958484684
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__	-0.68497513131209	-0.344866234512127	-1.12386229531801	-0.634121600972319	4.45266332083961	-0.122949468512725	0.431640630536196	0.492837232727354	0.716035963924853	0.456844134231247	0.675880854797831
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Paludibacter	-0.755210861873755	-0.501258339774409	-1.06420393059408	-0.552360682192228	4.37698048129927	-0.104268414397058	0.442926833854975	0.461718670159781	0.683007147244388	0.448969015563068	0.662402465703399
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	-0.448917580825544	-0.487837472987319	-0.385746202394252	0.375469934629109	4.56868880907197	0.0729167221110396	0.470243904807603	0.528698295341692	0.754369800338087	0.559981734948219	0.773558248628742
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas	3.58011316644496	8.41065136459316	2.54207223823862	-3.33927369087147	8.74712896664651	-0.372852496634156	0.357421887334016	0.147801833297991	0.415514145679624	0.154983659420013	0.436785193934768
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Tannerella	0.342268883443731	1.94214720319279	-0.848649090246067	-2.98527031584257	5.91307370930533	-0.476245301434887	0.285156270940513	0.0795386396507533	0.254153281636971	0.0717389635522439	0.251794461187086
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	8.91712199096611	10.815377158387	7.76503072710015	-2.48063542185414	8.02360849746852	-0.290333603847933	0.351219525142458	0.341121316315278	0.648091327111064	0.143994794527901	0.439936470093668
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__	-0.719646729926305	-0.521461674022639	-0.99518502669996	-0.374415467203748	4.5104492747487	-0.0782349383335644	0.462890627965522	0.519740772683334	0.749815160050114	0.536263106498606	0.748890288666114
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae];g__	-0.788972141068712	-0.476886002548461	-1.13920526536998	-0.593685757847206	4.34077991079249	-0.117653669817727	0.443359379559906	0.442060587624917	0.678739392895742	0.443948192634781	0.671196084834542
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter	-0.733068385606554	-0.553097687645542	-1.01918728110491	-0.415578347263999	4.50268730600561	-0.0739134327007247	0.463414637063834	0.470553152226628	0.700179841450048	0.488113503785885	0.711099379051461
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__Paraprevotella	-0.748158555022709	-0.495013252124213	-1.08113676559433	-0.585756966151346	4.19473986781958	-0.132731008576746	0.430664068118364	0.46723168135257	0.683141986429565	0.461901631981608	0.690334015926984
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__[Prevotella]	2.84158669769854	3.3263144088827	2.38486836204645	-2.50514755628831	9.46595953569263	-0.264664287495596	0.379512205267954	0.244116674134307	0.549599878461032	0.278748865043254	0.584385160578398
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__p-2534-18B5;g__BE24	-0.740104898015834	-0.292306036385824	-1.30756301685946	-1.03330381835216	4.61597908966918	-0.181499273818643	0.397460946006842	0.377049390212751	0.612977091979928	0.368159977952016	0.606919146278336
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Adhaeribacter	-0.5178422230524	-0.231047095229734	-0.845993128199585	-0.39706858899444	4.54255055024693	-0.0724250614205235	0.458536588677415	0.534090240257927	0.741846991696358	0.520030887247731	0.740481173719163
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Rudanella	-0.830948743850792	-0.339013362886599	-1.37169549332186	-1.09541250393459	4.32614086809444	-0.191175898521981	0.393554696361118	0.389671848882268	0.608403729972603	0.384751001111269	0.596788672139963
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__	-0.739152132152938	-0.439557192631362	-1.11728949119511	-0.698623715695749	4.31122273531005	-0.134820388564515	0.423828131197428	0.441383602749205	0.670478655019403	0.450334346198965	0.667293452300895
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga	2.96148247942369	6.93842583113058	0.593497974055792	-5.41595791568682	6.46833013068621	-0.782671596297762	0.22265628183676	0.0057592208940565	0.0504214283728176	0.00368652617523023	0.0447540489282829
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	-0.490868136108819	-0.57022150294009	-0.394286069069713	0.598539444614868	5.03122422092336	0.103937315085757	0.443902443530651	0.513228940342896	0.725955139226396	0.537034965599583	0.750387297583614
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__	0.606232766574594	1.94697805122264	-0.644165141399123	-3.25054627873554	5.87802365222032	-0.52797554608552	0.285156270940513	0.0616985463014593	0.217118057108664	0.0727321920983063	0.246102933095895
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Chryseobacterium	0.695521229747038	-0.18213679692191	2.74424927029477	2.34389441777218	5.19816404695366	0.386963803226164	0.32324220355373	0.241463866106291	0.500236874255853	0.0978195344865579	0.317716703156258
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Cloacibacterium	1.03925896348583	0.00677176989209904	4.01445899589493	3.85675598897737	6.10087502473496	0.5900067111779	0.268554710909512	0.0593163740928775	0.198833657767215	0.0377758289572407	0.174803916388137
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Elizabethkingia	-0.601501617729856	-0.204926596236069	-1.20528292746264	-1.08984756016034	5.65996311245428	-0.158157135856117	0.401367195656009	0.288562222252556	0.543531089571072	0.390050304682672	0.614760932181135
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Wautersiella	-0.797860999052222	-0.259013128325845	-1.58077780253472	-1.10971342928264	4.23207772156732	-0.237670749672644	0.384390253590291	0.358998516553797	0.58626808231922	0.318868220988202	0.540489227921004
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__	-0.698847630104067	-0.602907026973524	-0.868112887059729	-0.188254291651019	4.316505383219	-0.0348486764778235	0.48292683062408	0.515613701888295	0.729360804299229	0.507101103768238	0.732585358031131
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter	0.501552006542412	0.0897055816856103	1.07430724665059	1.08713163560971	4.95830692418079	0.199649654591149	0.401367195656009	0.433261739546901	0.673216208041523	0.413639032229092	0.66285349463946
