featureid	rab.all	rab.win.2.asymptomatic	rab.win.3.mild	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae	-1.70534163730859	-1.4276337873876	-1.97954267933935	-0.583327516592328	4.2734327653842	-0.121923118595444	0.453125003758321	0.469772742804775	0.660150558658919	0.475331030512092	0.663056079943331
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae	-1.69351258440891	-1.44472863815639	-2.11208106614378	-0.70235483861507	4.63473744418526	-0.118733007064908	0.435546880208826	0.445115533965956	0.642971922539386	0.461810687760004	0.658784549140012
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae	-1.84489890361778	-1.50424139772609	-2.27712614105562	-0.637093445029473	4.82434498007656	-0.122669931418118	0.444878053206434	0.524547477332377	0.711803386388617	0.500906784614882	0.682067822462585
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae	-0.596981802476687	-1.19925349015197	0.357038873489325	2.22979430973183	4.83947522567838	0.392121114689324	0.325853674256435	0.231897982983173	0.415921417528709	0.180726805884128	0.372169509520506
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiopsaceae	-1.71108285551735	-1.43589536410171	-2.09511188736369	-0.566932271464219	4.25302340025607	-0.115461267710124	0.44140625472145	0.451713714384456	0.645021379410117	0.450568014373749	0.636351573059974
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae	-1.6818124342371	-1.3805516186346	-2.03278088126937	-0.546878763190755	4.46295911235447	-0.101324038827377	0.440975614503948	0.473960469747304	0.665273283611438	0.498425331852944	0.677246883092337
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae	9.06109318007818	7.84779139642847	9.2525727421251	1.0480697994639	5.8169513506142	0.139836031250939	0.434570317790477	0.0632206639252548	0.242253087932259	0.514579863860672	0.743027864286835
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae	-1.86781913092308	-1.55472791725474	-2.22899457118903	-0.505946438484179	4.65744878833097	-0.105461873194838	0.457031253440255	0.474618140418239	0.65488744400451	0.469552363140801	0.653288487529764
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae	-1.38727707087623	-1.37821999835449	-1.39744949248681	0.403903385273612	4.83160846075748	0.0730093618758406	0.467317075774195	0.508859728387522	0.68596716312195	0.558601013633502	0.730248338692997
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae	-1.60109384185576	-1.51403391756912	-1.73609643904986	-0.186931338837479	4.54310463207849	-0.0397105970038956	0.483398438820829	0.505651918906336	0.69057936924064	0.512385969879473	0.68868324885966
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	-0.610525529231979	-1.24286933917496	0.453903339770065	2.02237048117222	5.14935656163276	0.353638709324994	0.344726576157101	0.21946142312058	0.406113318957757	0.192623059862137	0.392978618739043
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	0.435706612769376	0.352494111869691	0.566876876212406	-0.612752899884181	7.27063362370037	-0.0859571311674005	0.461914065544462	0.568234146143543	0.748606260423773	0.62443496301056	0.787383837741279
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae	-1.35535910271955	-1.48410699406082	-1.18409578721612	0.641693509428887	4.89768531833243	0.10889103590382	0.445312504398793	0.52238689319558	0.703044548998838	0.537912026279887	0.715997440185857
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae	-1.76607567149841	-1.3807598888408	-2.17537796475759	-0.674395050721743	4.31658099547674	-0.12729624229455	0.423414640366869	0.414159432795745	0.606915196735497	0.39841205571236	0.589091867343181
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__	-1.63370037004982	-1.46903932223662	-1.90523083482328	-0.377172761119887	4.32358184992624	-0.0785714727277343	0.46582031522911	0.501006447770368	0.687485533127506	0.515342413346759	0.699332057258653
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae	-1.70175798871896	-1.24549302488387	-2.25793377003898	-0.972275179054106	4.4554946095997	-0.185750054622392	0.402926837269515	0.390917111924562	0.585936057166943	0.382291181451895	0.575292130463176
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__	-0.995450585775369	1.08325214040975	-2.46760992148045	-4.45486797421781	5.43789405299768	-0.729213132180966	0.221679719549341	0.0118495741528518	0.0618457285058665	0.0136111940918326	0.0721191437803239
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	-0.341539236240639	-0.756414799779511	0.359089652150449	1.1939035415453	5.33602928614993	0.186759435762844	0.410156257378367	0.429668787774245	0.625933250866134	0.414887601327358	0.615104650216143
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	3.65997679014412	7.43413826189758	2.87599213004504	-2.76313489837118	7.4586473072228	-0.348507346407799	0.379882822630723	0.223790771869246	0.465911705093834	0.232533145095895	0.487969591895506
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	7.81322401407628	9.62931579142727	6.61673173491132	-2.86611011794967	7.5710782866477	-0.332126679373347	0.332031265047073	0.276453471911648	0.533476675241148	0.127421596592072	0.361687885968279
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	-1.65603707159809	-1.42732690672732	-2.03352539131845	-0.495449072508245	4.61172095693518	-0.0964963775770676	0.451707320939712	0.487213180334472	0.675442214439416	0.476589383806366	0.662397524653752
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae]	-1.8188903142769	-1.47125413658581	-2.19426406332615	-0.605714040906263	4.43518877423247	-0.121677502705568	0.428710943283105	0.43486989651533	0.623016988235208	0.433413165776429	0.624344923111731
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae]	-1.7812893358978	-1.45693481638143	-2.23049510129957	-0.545796740666455	4.48626632525111	-0.107941433344414	0.451171878917873	0.459712052975337	0.652104031113351	0.46429861273342	0.654903134412917
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae]	1.9573865179059	2.56301316043101	1.21874595432424	-2.95136906745611	9.36019174786616	-0.335678844761405	0.367187511356243	0.167529068732581	0.396661261207575	0.219872391143538	0.465448823459795
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__p-2534-18B5	-1.88308471274753	-1.31355744423367	-2.54976892701576	-1.28840986067283	4.70496716649393	-0.234105955924764	0.385365863255525	0.354809907594718	0.52727870486598	0.328992814771118	0.510560422022277
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae	-1.48849659258898	-1.28781654581306	-1.75096561852324	-0.479727504140422	4.52262762905928	-0.0938953370180595	0.453658540292919	0.491202743075557	0.683919746553364	0.517236142981024	0.696033267061708
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae	2.49020129406851	5.96352564731201	1.10160506029722	-4.61670786575941	6.32571234372546	-0.635628856680074	0.226341494403539	0.0162814790022998	0.0915960548195779	0.0109427998887764	0.0796427227997877
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae]	3.73424359942374	3.55372642733934	3.85466492662246	0.443093534096124	5.74077972994953	0.0713511899356188	0.453658540292919	0.665496527343284	0.82404298780537	0.592202902374683	0.786037132462433
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae	-0.484335991422279	-0.788597423499611	-0.064987508334494	0.80594360057033	5.061646181538	0.151766665806489	0.418945319115497	0.453495074796636	0.652599291934687	0.446886684925853	0.648610728714008
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae	-1.4592525364718	-1.39946465499819	-1.53726918436085	-0.0344735305514714	4.46182213987114	-0.00501465133561463	0.498046875155223	0.517746967640699	0.703297377846221	0.544778337658009	0.728115166103284
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__	-1.73846410587984	-1.21345781040707	-2.39402186169089	-1.38017621824331	4.76258963870886	-0.253517855692774	0.368780498982796	0.331747664960046	0.514123170829271	0.308138698935082	0.498241779184023
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__	-1.68156490853046	-1.408234107842	-2.0372287679257	-0.325677730388166	4.70143379276395	-0.064379358475118	0.460937503123472	0.477576384457756	0.67477598520514	0.49783534519274	0.69009555906338
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__	-1.56044832068374	-1.39831999687766	-1.79637071452522	-0.303330744926878	4.43797952619532	-0.0596684725701094	0.467317075774195	0.466667243416254	0.65895441176511	0.476597669565591	0.666563316551866
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__	4.56020941174901	1.63881529093019	4.99346935554307	1.57314719748886	7.45837813350659	0.218111850590945	0.422439030693896	0.307046738619296	0.548472532931926	0.430265002605526	0.677034471782015
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Xenococcaceae	-1.84632950684346	-1.5516886080108	-2.23747938833368	-0.736816820098083	4.36551191227072	-0.148553388881535	0.428710943283105	0.495882083039339	0.674014147972372	0.490223849141344	0.673714494305148
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__	-1.48820726606346	-1.43332916877642	-1.5510203668185	0.0635396913935109	5.41147756669092	0.0135753355480888	0.492187500621033	0.545737402897303	0.71258238112541	0.564705900129576	0.734247700738806
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae	-1.71539570670223	-1.49089877819037	-2.00875794621622	-0.613298633730471	4.46705903789927	-0.114809537278389	0.442382817140624	0.464793303782663	0.652160032245987	0.455797779686206	0.636470583678191
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	1.24883692401253	-0.406117998836915	4.17170221466463	3.74203307681913	6.14954507462831	0.516256175992765	0.27539064736317	0.100129737859079	0.285102902571888	0.0387616442385648	0.173942207008976
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae	-0.326745326789154	-0.812230198428256	0.530404768910334	1.71010838319734	6.63752761852341	0.250940666058074	0.384390253590291	0.306501277264771	0.519611514763135	0.341095892319279	0.555934227945386
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae	-1.34615079648448	-1.33997143049746	-1.35051633426061	0.337937406469312	5.36950164681814	0.054622637891643	0.468750002493265	0.485054663601144	0.667744611509042	0.486173106882511	0.675625359181771
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	4.09937316248996	6.99688803830199	1.44609300162063	-3.42055857991254	7.59585944292678	-0.47193830335886	0.294634165936294	0.084064698088394	0.256181532311405	0.0547010510376358	0.215807746030849
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	10.6576095081677	9.02461272191393	11.0046450524738	2.33063316122055	5.21709134688179	0.38987722712801	0.325195328326663	0.0560837773449559	0.230787276550797	0.0930784872363653	0.306510862310098
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae	-1.54898297297989	-1.40769855263785	-1.7226781358113	-0.191307173109314	4.5946991566516	-0.0328407600646868	0.485853659659542	0.549631433966538	0.72657723269149	0.587404290705013	0.747035761317757
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Exiguobacteraceae]	-1.61079371411191	-1.40934793207482	-1.77602150085568	-0.154665148407404	4.54273006269544	-0.0304066898046792	0.480000001588899	0.532663508721095	0.711422497085096	0.546310948846008	0.723586458310287
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Thermicanaceae]	-1.6415734690856	-1.39194161774519	-1.95317715530926	-0.17358978102656	4.71803743237369	-0.0348290613710609	0.481445313976627	0.515643238340554	0.699682903596312	0.557224551094823	0.728076894884307
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae	2.63814481276452	5.02862197352945	1.33982618373349	-3.88453624326648	6.37425914843924	-0.54904269349537	0.274414085009995	0.0334766078290232	0.152052641446458	0.0303677809358585	0.15340278685421
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__	-1.40145858020751	-0.982255433979691	-1.91287914577116	-0.749430161293569	5.04395409511638	-0.123069836225906	0.434570317790477	0.54061654165947	0.715445308337279	0.475925326003088	0.650771625174492
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae	6.68526512265482	6.29303512947515	8.48209156375356	2.69798513937791	7.6272935528161	0.327433964254722	0.364257824146183	0.187901595718703	0.435283552446789	0.207236812970428	0.470725946915206
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	3.13306731007556	5.88908702214633	1.82287159679647	-4.27761792606555	6.86503568991557	-0.561439948580104	0.255609781566831	0.0325478344266874	0.148495635973382	0.020570322615344	0.121680297739257
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	-1.45599506354455	-1.05659237310908	-1.87641732268651	-0.810986665517745	5.79210219586397	-0.112038982342968	0.420487811348411	0.369665310220289	0.582051201252027	0.461436406845094	0.655869597767645
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	7.30436297064566	9.11160978674074	5.43616066456658	-3.68685407258393	4.55568583685176	-0.7218944187365	0.161951268901876	0.0108950417604352	0.0747208013806024	0.000415691845881933	0.00835403891316524
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	-0.789524906858492	-1.0542071428925	-0.354638326215246	0.840121434509632	5.83474603527505	0.125555068964304	0.434146346778993	0.504594643297727	0.690605118212769	0.52821978367457	0.705910136767446
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	10.4437951999851	12.0124305041391	8.00508134991628	-3.72154883490686	3.05213418398252	-1.17892670193488	0.117187573518049	4.542529039181e-05	0.0014007483338176	4.95621011729774e-05	0.00153366668381496
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__	2.1274835244004	1.99173250606458	2.33489409922924	-0.992247987645866	7.40725611758156	-0.123199083056755	0.443359379559906	0.552501731507368	0.74097379160333	0.578961425825106	0.769474592683486
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	-1.72939797104698	-1.29471704628302	-2.20383727550329	-0.844033551392625	4.26971374849001	-0.175588653349181	0.415609762987485	0.385715827300817	0.579154671163784	0.380314156829333	0.576311565480102
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	-1.21297805622253	-0.977930351683549	-1.50821792290665	-0.295280673861433	6.62985218252587	-0.0382846986836054	0.476097562875842	0.587423854339244	0.768791185447869	0.555356560238419	0.741559111514438
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	4.68612471313096	4.74263331200869	4.66423262234514	-0.809004514008292	6.21359588859481	-0.111859317560521	0.462439027386408	0.79480363291041	0.898980529799425	0.704141132614525	0.856553607243597
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	-0.545885461379169	-0.148252892461969	-1.01440477602599	-0.980297185055749	6.05775471846239	-0.149043272440545	0.425365859713261	0.4775937219309	0.670098249545089	0.478576534880001	0.674753858638109
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	0.405826548249979	0.63307130076883	0.18180919272827	-0.631783446007616	5.70567543712976	-0.108971882208883	0.458536588677415	0.553019144843011	0.730582870422072	0.599647502936905	0.76415764367173
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	-1.13392675788606	-1.42106771938568	-0.600128181491372	1.34178196008301	5.62362104873235	0.212837712630629	0.400390633243404	0.305404459177772	0.51233302324049	0.409462175263252	0.611090106877463
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae	8.24764197888855	9.72837705366231	7.21475964134356	-3.00902485834754	6.04869931760514	-0.459081646938224	0.284878069719511	0.0686915297718127	0.246031850927953	0.0225750629245926	0.13724311607779
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae]	0.0628759724810974	0.551491061044434	-0.629009936360903	-1.52066618759809	6.94490068040523	-0.204039029727473	0.424390250039991	0.454221365473928	0.657888534565716	0.420881354493901	0.635800133968777
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae]	7.88116694320015	7.11412385473404	9.15927191830301	2.81717870347576	5.87677902740106	0.43668412202231	0.32226564116801	0.0270813593725983	0.154930645815426	0.0713336381362351	0.267732934173593
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae	0.603988135586878	2.00566264524149	-0.737554188030969	-2.87169261196588	7.03403996517261	-0.388381918836024	0.332031265047073	0.104043357939071	0.29491290507656	0.111042554932673	0.311064308824362
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	4.17848171619851	8.38596352600519	2.40712278751898	-4.26155103611034	9.06320355095803	-0.446939600500787	0.333007827437559	0.0822675555112525	0.272426973484844	0.097681553388853	0.308718321454803
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae	2.78178819913072	7.17062202153052	0.742367349025394	-4.29776587883659	7.81231456689786	-0.552203596727722	0.265625023871682	0.0394036018705957	0.167936388304184	0.0299298290521808	0.148610181862575
k__Bacteria;p__GN02;c__BD1-5;o__;f__	-1.68054186736102	-0.990988489550832	-2.51436125444214	-1.57530440717603	4.83880174112364	-0.304557473630943	0.351219525142458	0.252797095284349	0.427387264362926	0.246881867565533	0.426365402771705
k__Bacteria;p__Gemmatimonadetes;c__Gemm-5;o__;f__	-1.75035106784239	-1.42906400349154	-2.14178338895797	-0.613912355984983	4.41760652805826	-0.123636146191219	0.434146346778993	0.498168387813623	0.663489410565643	0.498883853412324	0.659850301768597
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__	-1.73248197992568	-1.4317368279759	-2.13954484794439	-0.641033141938896	4.33365466033694	-0.125094237127709	0.43261719295416	0.461654418245233	0.656286573721901	0.495111578684462	0.673675576878303
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__	-1.79658768801954	-1.37904389725208	-2.25343510356817	-0.922539927783248	4.51434461532961	-0.151645612637321	0.421463421021077	0.499374383210871	0.682259030876535	0.458786758555836	0.641388791500923
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae	0.972691700358294	-0.771285342894555	3.4350549255865	3.80050908677929	4.58403004097308	0.699292208180862	0.207804913244972	0.0167436023727332	0.0800078021937871	0.00404025135402924	0.0396226645015162
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__	-1.19405231380223	-1.14668512620679	-1.27680993943385	0.12014120086938	5.17837194565381	0.0179364900824716	0.487804879016647	0.515986401788397	0.70445285729199	0.557370139649396	0.735226906229249
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae	-1.71989750162678	-1.54248035740018	-1.95423125902719	-0.202513172243156	4.7887950510756	-0.0394153884171984	0.48292683062408	0.553563315740791	0.727919228080004	0.554124333609798	0.732687053450366
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bartonellaceae	-1.82238359985985	-1.48987580169097	-2.33701883217407	-0.536199969064458	4.4819401892467	-0.105230349397181	0.443902443530651	0.440900384672352	0.631530798042957	0.465742779285583	0.647083493276642
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae	-1.63782826808696	-1.43381293159448	-1.89214413755945	-0.459880806547864	4.53904355545251	-0.0818128190781617	0.455609759646472	0.504419413180771	0.678582677788725	0.483900218338488	0.669437089525522
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae	-1.18656809882336	-1.47657494962387	-0.688896311874176	0.79726556742744	5.02669869355324	0.147604991554478	0.43261719295416	0.452889640036254	0.644725119019327	0.461926882569737	0.654244836950911
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae	-0.992436981665494	-1.5742749825434	-0.105098401309725	1.63664436398066	4.61735726123994	0.331566972818008	0.360351574537242	0.257322678780788	0.441605198666401	0.229886717614233	0.424944254451865
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae	1.16419216958013	-0.350468765718908	2.87912459157699	2.49231085194723	5.31733668570589	0.403070464982886	0.328780503189735	0.156773141379863	0.347085241715658	0.109629918473543	0.312991993756519
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae	-1.71267398744407	-1.1682264132354	-2.286568845174	-1.00729035185845	4.7423738870845	-0.184864503034476	0.413658543644277	0.447053324330398	0.645223373882046	0.40950225043732	0.608514368079157
