Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	2.asymptomatic	2.asymptomatic	2.asymptomatic	2.asymptomatic	2.asymptomatic	4.severe	4.severe	4.severe	4.severe	4.severe
k__Bacteria;p__Actinobacteria	224.0	1651.25	8083.0	14573.0	20049.0	1.0	222.25	1511.0	5253.75	42230.0
k__Bacteria;p__Bacteroidetes	1.0	32.5	335.5	1307.75	10803.0	37.0	1195.25	3982.0	5702.5	36225.0
k__Bacteria;p__Chlorobi	1.0	1.0	1.0	1.0	15.0	1.0	1.0	16.5	31.25	74.0
k__Bacteria;p__Cyanobacteria	1.0	7.0	38.0	176.5	468.0	1.0	1.0	1.0	1.0	1541.0
k__Bacteria;p__Firmicutes	5228.0	7933.5	11727.0	22845.25	27215.0	38.0	6090.25	13113.0	19341.5	85810.0
k__Bacteria;p__Fusobacteria	1.0	1.0	14.5	534.0	4354.0	1.0	1.0	1.0	11.25	2451.0
k__Bacteria;p__Proteobacteria	167.0	1185.75	3962.0	10101.75	16487.0	789.0	10708.25	14582.5	18305.0	47176.0
k__Bacteria;p__SR1	1.0	1.0	1.0	1.0	62.0	1.0	1.0	1.0	1.0	7.0
k__Bacteria;p__Spirochaetes	1.0	1.0	1.0	1.0	44.0	1.0	1.0	1.0	1.0	14.0
k__Bacteria;p__Synergistetes	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0
k__Bacteria;p__TM7	1.0	1.0	1.0	22.5	1439.0	1.0	1.0	1.0	1.5	334.0
k__Bacteria;p__Tenericutes	1.0	1.0	1.0	2.0	36.0	1.0	1.0	1.0	1.0	16.0
k__Bacteria;p__[Thermi]	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	26.0
